Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Shyal Bhartiben Dhirubhai   Winner ,BJP,0,Graduate Professional,50,Bhavnagar + Gujarat,10448925,3072058,2014
Bhavesh Ghanshyambhai Rajyaguru,IND,0,10th Pass,42,Bhavnagar + Gujarat,6703000,123028,2014
Dr. Kanubhai V. Kalsaria,AAP, 7 ,Graduate Professional,60,Bhavnagar + Gujarat,1799128,0,2014
Gita Chetan Paunda,BSP,0,Graduate Professional,39,Bhavnagar + Gujarat,468200,113000,2014
Gohel Bharatbhai Bhimabhai,IND,0,8th Pass,44,Bhavnagar + Gujarat,0,0,2014
Gohil Pravinsinh Dhirubha,IND,0,10th Pass,52,Bhavnagar + Gujarat,1851000,168890,2014
Jagdishbhai Amrabhai Vegad,IND,0,5th Pass,34,Bhavnagar + Gujarat,36500,0,2014
Kagada Rameshbhai Punabhai,IND,0,5th Pass,36,Bhavnagar + Gujarat,30500,0,2014
Khadrani Asimbhai Pirbhai,IND,0,12th Pass,39,Bhavnagar + Gujarat,151000,0,2014
Maru Manharbhai Valjibhai,IND,0,10th Pass,34,Bhavnagar + Gujarat,148000,0,2014
Mehta Yashvantray Odhavjibhai,IND,0,Post Graduate,77,Bhavnagar + Gujarat,3013000,0,2014
Pravinbhai Jinabhai Rathod,INC,0,10th Pass,43,Bhavnagar + Gujarat,2888968,2475000,2014
Rashidkhan Hasankhan Pathan,IND,0,8th Pass,47,Bhavnagar + Gujarat,50000,0,2014
Rathod Pravinsinh Chandrasinh,IND,0,10th Pass,27,Bhavnagar + Gujarat,285000,0,2014
Vaghela Narendrabhai Savjibhai,IND,0,8th Pass,35,Bhavnagar + Gujarat,59000,0,2014
Vegad Nathabhai (vegadbhai Pragnachakshu Umedvar),IND,0,12th Pass,43,Bhavnagar + Gujarat,80000,0,2014
Patel Dilipbhai Manibhai   Winner ,BJP, 4 ,10th Pass,59,Anand + Gujarat,75998610,7632620,2014
Das Girishbhai Manubhai,Bahujan Mukti Party, 1 ,Graduate Professional,56,Anand + Gujarat,3041264,3651,2014
Mahida Mahendrasinh Sahebsinh,SP,0,12th Pass,42,Anand + Gujarat,4085000,0,2014
Padhiyar Vikramsinh Chhaganbhai,Rashtriya Samaj Paksha,0,Graduate,39,Anand + Gujarat,2906733,0,2014
Parmar Amarsinh Dahyabhai,IND,0,8th Pass,33,Anand + Gujarat,27000,0,2014
Parmar Hitendrasinh Mohansinh,Bharatiya National Janta Dal,0,8th Pass,58,Anand + Gujarat,1095800,0,2014
Parmar Ravjibhai Shibhaibhai,AAP,0,Post Graduate,66,Anand + Gujarat,11314555,294189,2014
Patel Dilipbhai Manilal,IND,0,Post Graduate,40,Anand + Gujarat,390000,0,2014
Patel Jayeshbhai Arvindbhai,IND,0,Graduate,49,Anand + Gujarat,16030246,22000,2014
Patel Naineshkumar Umedbhai,IND, 1 ,12th Pass,33,Anand + Gujarat,5346000,0,2014
Pursottambhai Mathurbhai Chauhan,BSP,0,Graduate Professional,61,Anand + Gujarat,7356493,18000,2014
Rabari Hiteshkumar Laljibhai,IND,0,12th Pass,43,Anand + Gujarat,1140000,0,2014
Solanki Bharatbhai Madhavsinh,INC,0,Graduate Professional,60,Anand + Gujarat,60484100,2334855,2014
Vaghela Bharatbhai Parsotambhai,IND,0,12th Pass,33,Anand + Gujarat,6500,0,2014
Vahora Firojbhai Walimahamad,IND,0,8th Pass,42,Anand + Gujarat,14209,0,2014
Chauhan Devusinh Jesingbhai   Winner ,BJP,0,12th Pass,49,Kheda + Gujarat,9426376,1047919,2014
Badhivala Labhubhai Jivrajbhai,AAP,0,Post Graduate,63,Kheda + Gujarat,15806050,0,2014
Devusinh Motisinh Chauhan,IND,0,10th Pass,37,Kheda + Gujarat,410000,0,2014
Dinsha Jhavarbhai Patel,INC,0,10th Pass,77,Kheda + Gujarat,52207873,3061779,2014
Khristi Adward Khushalbhai,IND,0,10th Pass,0,Kheda + Gujarat,630000,0,2014
Malek Sabirhusen Ismaelbhai,IND,0,8th Pass,0,Kheda + Gujarat,75000,0,2014
Malek Sadikhusen Mahmadhusen,IND,0,8th Pass,0,Kheda + Gujarat,165000,0,2014
Malek Yakubmiya Nabimiya,IND,0,10th Pass,0,Kheda + Gujarat,1038000,0,2014
Pandav Bhailalbhai Kalubhai,BSP,0,10th Pass,30,Kheda + Gujarat,80000,0,2014
Parikh Viral Hasmukhbhai,IND, 9 ,12th Pass,39,Kheda + Gujarat,3386800,500000,2014
Pathan Abdulrazak Badshahkhan,Apna Desh Party,0,5th Pass,47,Kheda + Gujarat,40000,0,2014
Pathan Amanullakha Sitabkha,IND,0,10th Pass,0,Kheda + Gujarat,97000,0,2014
Ranveer Pranayraj Govindbhai,Bahujan Mukti Party,0,Graduate Professional,32,Kheda + Gujarat,642900,53000,2014
Ratansinh Udesinh Chauhan,IND,0,10th Pass,65,Kheda + Gujarat,2680000,0,2014
Roshan Priyvadan Shah,IND,0,Graduate Professional,39,Kheda + Gujarat,27560000,807000,2014
Chauhan Prabhatsinh Pratapsinh   Winner ,BJP, 3 ,10th Pass,72,Panchmahal + Gujarat,10464000,0,2014
Chavada Harishchandrasinh Prabhatsinh,IND, 1 ,10th Pass,35,Panchmahal + Gujarat,45000,0,2014
Chavada Surendrasinh Narvatsinh,IND,0,Graduate,43,Panchmahal + Gujarat,1702950,0,2014
Giri Ramchandra Vaijnath,BSP,0,12th Pass,53,Panchmahal + Gujarat,2182000,80000,2014
Gora Shoeb Mohmadhanif,IND,0,5th Pass,27,Panchmahal + Gujarat,50000,0,2014
Mansuri Mukhatyar Mohammad,IND, 2 ,10th Pass,54,Panchmahal + Gujarat,698000,0,2014
Parmar Ramsinh Prabhatsinh,INC,0,10th Pass,70,Panchmahal + Gujarat,43816858,547000,2014
Patel Pankajbhai Ravjibhai,IND,0,Graduate,41,Panchmahal + Gujarat,686286,0,2014
Piyushkumar Dilipbhai Parmar,AAP,0,Post Graduate,32,Panchmahal + Gujarat,15000,0,2014
Shaikh Kalim Abdul Latif,SP,0,8th Pass,47,Panchmahal + Gujarat,536400,0,2014
Shaikh Majitmiya Jivamiya,JD(U),0,10th Pass,65,Panchmahal + Gujarat,416000,15000,2014
Vankar Manilal Bhanabhai,IND,0,8th Pass,42,Panchmahal + Gujarat,560000,50000,2014
Bhabhor Jasvantsinh Sumanbhai   Winner ,BJP,0,Graduate Professional,47,Dahod + Gujarat,19661231,1741547,2014
Bamaniya Jyotishkumar Bapubhai,BSP,0,8th Pass,40,Dahod + Gujarat,155000,0,2014
Bhabhor Mavajibhai Titubhai,SP,0,Literate,63,Dahod + Gujarat,290000,0,2014
Bhura Navalabhai Manabhai,IND,0,12th Pass,42,Dahod + Gujarat,330000,0,2014
Kalara Ramsingbhai Nanjibhai,JD(U),0,12th Pass,42,Dahod + Gujarat,11051107,0,2014
Katara Singajibhai Jaljibhai,CPI(M),0,5th Pass,67,Dahod + Gujarat,142606,0,2014
Meda Jagdishbhai Manilal,Bharatiya National Janta Dal,0,8th Pass,34,Dahod + Gujarat,67000,0,2014
Munia Kamalsinh Chhaganbhai,AAP,0,Post Graduate,66,Dahod + Gujarat,9612321,1709159,2014
Sangada Kumari Induben Nathubhai,IND,0,12th Pass,43,Dahod + Gujarat,10000,0,2014
Taviyad Dr. Prabhaben Kishorsinh,INC,0,Post Graduate,59,Dahod + Gujarat,22778000,0,2014
Narendra Modi   Winner ,BJP,0,Post Graduate,63,Vadodara + Gujarat,15157582,0,2014
Jadav Ambalal Kanabhai,JD(U),0,Graduate Professional,48,Vadodara + Gujarat,1535000,60000,2014
Mistry Madhusadan Devram,INC, 1 ,Post Graduate,69,Vadodara + Gujarat,31759626,480000,2014
Pathan Mahemudkhan Razakkhan,Apna Desh Party,0,5th Pass,28,Vadodara + Gujarat,30000,0,2014
Pathan Sahebkhan Asifkhan,SP,0,12th Pass,37,Vadodara + Gujarat,2860000,0,2014
Rohit Madhusudan Mohanbhai,BSP,0,12th Pass,49,Vadodara + Gujarat,4795000,130000,2014
Sunil Digambar Kulkarni,AAP,0,Others,47,Vadodara + Gujarat,12110000,2680000,2014
Tapan Dasgupta,SUCI(C),0,Graduate Professional,49,Vadodara + Gujarat,191809,0,2014
Rathwa Ramsingbhai Patalbhai   Winner ,BJP,0,Post Graduate,62,Chhota Udaipur + Gujarat,39769675,9763903,2014
Arjunbhai Versingbhai Rathva,AAP,0,Post Graduate,40,Chhota Udaipur + Gujarat,3157543,1135000,2014
Naranbhai Jemlabhai Rathwa,INC,0,Post Graduate,60,Chhota Udaipur + Gujarat,40904985,850000,2014
Vasava Prafulbhai Devjibhai,JD(U),0,Doctorate,30,Chhota Udaipur + Gujarat,160000,0,2014
Mansukhbhai Dhanjibhai Vasava   Winner ,BJP,0,Post Graduate,56,Bharuch + Gujarat,6571062,639000,2014
Anandkumar Sarvarsinh Vasava,IND,0,Post Graduate,32,Bharuch + Gujarat,2296015,0,2014
Anilkumar Chhitubhai Bhagat,JD(U), 2 ,Graduate,49,Bharuch + Gujarat,28598975,1492925,2014
Bhura Shabbirbhai Valibhai,IND,0,10th Pass,56,Bharuch + Gujarat,567500,0,2014
Gohil Virsangbhai Parbatbhai,IND,0,10th Pass,49,Bharuch + Gujarat,6286233,0,2014
Jayeshbhai Ambalalbhai Patel,INC,0,Graduate Professional,57,Bharuch + Gujarat,33426809,0,2014
Morya Sukhramsinh Nakliram,BSP,0,Graduate,74,Bharuch + Gujarat,11548000,0,2014
Nitin Ishwarlal Vakil,IND,0,Graduate Professional,43,Bharuch + Gujarat,715400,0,2014
Rana Jayendrasunh Jitsinh,AAP,0,Post Graduate,46,Bharuch + Gujarat,3059717,619966,2014
Saiyad Mohsinmiya Hedarmiya,Bahujan Mukti Party,0,8th Pass,53,Bharuch + Gujarat,2135000,0,2014
Sapa Rafikbhai Sulemanbhai,IND, 5 ,5th Pass,51,Bharuch + Gujarat,186000,0,2014
Sayyed Asif Zafar Ali,Apna Desh Party,0,5th Pass,29,Bharuch + Gujarat,10000,0,2014
Shaileshkumar Maganbhai Parmar,IND,0,12th Pass,32,Bharuch + Gujarat,140000,0,2014
Sindhi Mayyudeen Umarbhai,IND,0,10th Pass,54,Bharuch + Gujarat,8501000,185000,2014
Parbhubhai Nagarbhai Vasava   Winner ,BJP, 1 ,Others,44,Bardoli + Gujarat,15909957,1353400,2014
Bhailalbhai Chhanabhai Rathod,Aadivasi Sena Party,0,5th Pass,41,Bardoli + Gujarat,35124,0,2014
Chandubhai Machalabhai Chaudhari,AAP,0,Graduate,60,Bardoli + Gujarat,5295872,440000,2014
Jagatsinh Laljibhai Vasava,JD(U), 2 ,Graduate Professional,61,Bardoli + Gujarat,51129838,4451070,2014
Movliyabhai Nopariyabhai Gamit,BSP,0,8th Pass,72,Bardoli + Gujarat,735588,0,2014
Rameshbhai Bhikhabhai Rathod,IND,0,Literate,49,Bardoli + Gujarat,98000,0,2014
Ravaliben Shankarbhai Chaudhari,CPI,0,10th Pass,55,Bardoli + Gujarat,8475030,1500000,2014
Reniyabhai Shankarbhai Chaudhari,Hindusthan Nirman Dal,0,Graduate,58,Bardoli + Gujarat,2184640,200000,2014
Surendrabhai Simabhai Gamit,IND,0,10th Pass,42,Bardoli + Gujarat,31216000,0,2014
Tusharbhai Amarsinhbhai Chaudhari,INC,0,Doctorate,48,Bardoli + Gujarat,62430584,406995,2014
Jardosh Darshnaben Vikrambhai   Winner ,BJP,0,Graduate,53,Surat + Gujarat,18038444,2020458,2014
Desai Naishadhbhai Bhupatbhai,INC,0,Graduate Professional,57,Surat + Gujarat,66444237,3940761,2014
Kiritbhai Harjibhai Vasani,Yuva Sarkar,0,5th Pass,43,Surat + Gujarat,1140550,0,2014
Mukeshbhai Lavjibhai Ambaliya,IND,0,Literate,36,Surat + Gujarat,555566,87500,2014
Omprakash Anandiprasad Shrivastav,BSP, 1 ,12th Pass,48,Surat + Gujarat,556081,0,2014
Patel Mohanbhai Budhabhai,AAP,0,12th Pass,61,Surat + Gujarat,8032681,0,2014
Sandis Mavjibhai Laxmanbhai,IND,0,10th Pass,73,Surat + Gujarat,81575,0,2014
Vasava Kishorbhai Chhotubhai,JD(U), 17 ,10th Pass,40,Surat + Gujarat,44083000,10500000,2014
Patil Chandrakant Raghunath   Winner ,BJP, 7 ,10th Pass,59,Navsari + Gujarat,744761133,405888122,2014
Arunkumar Sheshram Pathak,IND, 2 ,10th Pass,30,Navsari + Gujarat,649767,40000,2014
Aslam Mistry,Bharatiya Bahujan Congress,0,8th Pass,57,Navsari + Gujarat,976254,0,2014
Chauhan Kesavbhai Malabhai,BSP,0,12th Pass,59,Navsari + Gujarat,225000,0,2014
Keshavji L. Saradva,IND,0,Graduate,62,Navsari + Gujarat,56738000,650000,2014
Lataben Ashokkumar Dwivedi,IND,0,10th Pass,44,Navsari + Gujarat,1794000,75000,2014
Maksud Mirza,INC,0,10th Pass,40,Navsari + Gujarat,570000,0,2014
Patel Bhupendrakumar Dhirubhai,JD(U),0,10th Pass,34,Navsari + Gujarat,3015000,0,2014
Patel Mehool Kumar Thakorbhai,AAP,0,Graduate,48,Navsari + Gujarat,19178744,2077958,2014
Percy Munshi,IND,0,Graduate,51,Navsari + Gujarat,10095000,0,2014
Pyarelal Bharti,Hindusthan Nirman Dal,0,10th Pass,47,Navsari + Gujarat,21000,1000,2014
Ramjan Mansuri(journalist),IND,0,10th Pass,48,Navsari + Gujarat,170882,0,2014
Ravshaheb Bhimrav Patil (bandhu),IND,0,12th Pass,40,Navsari + Gujarat,2871000,0,2014
Rohit Gandhi,IND,0,Graduate,36,Navsari + Gujarat,14778143,600000,2014
Saiyed Mehmood Ahmed,IND,0,10th Pass,56,Navsari + Gujarat,102000,0,2014
Shaikh Hasan Dagdu,IND,0,Literate,67,Navsari + Gujarat,149000,28000,2014
Sonal Kellogg,Voters Party,0,Post Graduate,51,Navsari + Gujarat,2026644,41395,2014
Vimal Patel (endhal),IND,0,12th Pass,30,Navsari + Gujarat,126000,0,2014
Warde Rajubhai Bhimrao,Bahujan Mukti Party,0,5th Pass,32,Navsari + Gujarat,1029005,0,2014
Dr. K.c.patel   Winner ,BJP,0,Graduate Professional,65,Valsad + Gujarat,131141867,2381344,2014
Babubhai Chhaganbhai Talaviya,Bahujan Mukti Party,0,Graduate,60,Valsad + Gujarat,1944802,0,2014
Budhabhai Ranchhodbhai Patel,IND,0,10th Pass,53,Valsad + Gujarat,9773500,0,2014
Gaurangbhai Rameshbhai Patel,Hindustan Janta Party, 1 ,12th Pass,30,Valsad + Gujarat,240000,0,2014
Kishanbhai Vestabhai Patel,INC, 2 ,12th Pass,48,Valsad + Gujarat,9272641,2857545,2014
Laxmanbhai Chhaganbhai Vadia,CPI(ML)L, 1 ,5th Pass,55,Valsad + Gujarat,1104125,0,2014
Pankajkumar Parbhubhai Patel,Aadivasi Sena Party, 1 ,Graduate Professional,45,Valsad + Gujarat,3718604,0,2014
Patel Govindbhai Ranchhodbhai,AAP, 1 ,Post Graduate,68,Valsad + Gujarat,533572,300000,2014
Patel Shaileshbhai Gandabhai,JD(U),0,8th Pass,44,Valsad + Gujarat,1875886,0,2014
Thakriya Ratilal Vajirbhai,BSP,0,5th Pass,64,Valsad + Gujarat,1395000,239575,2014
P.c. Gaddigoudar   Winner ,BJP,0,Graduate Professional,61,Bagalkot + Karnataka,36362500,9589199,2014
Ajaykumar Sarnaik,INC,0,Graduate,57,Bagalkot + Karnataka,501321313,100587230,2014
Bheemappa Dhoolappa Ajjodi,IND,0,Post Graduate,33,Bagalkot + Karnataka,192646,31200,2014
Dr Shankar Bidari,IND,0,Graduate,61,Bagalkot + Karnataka,55962000,0,2014
Hunashyal Ravi,JD(S),0,Graduate,50,Bagalkot + Karnataka,9950000,812000,2014
Kanabur Sadashiv  Sidamallappa,JD(U),0,Graduate Professional,41,Bagalkot + Karnataka,15493504,2229492,2014
Kutubuddin Kazi,AAP,0,10th Pass,54,Bagalkot + Karnataka,3002000,200000,2014
Mahesh Basappa Nandihal,Karunaadu Party, 1 ,Graduate,36,Bagalkot + Karnataka,2340300,434000,2014
Muttappa Hirekumbi,IND,0,Literate,41,Bagalkot + Karnataka,2887000,500000,2014
Nagappa Shiraguppi,IND,0,Literate,45,Bagalkot + Karnataka,45403,0,2014
Parashuram Rathod,IND,0,12th Pass,38,Bagalkot + Karnataka,776342,84800,2014
Vasanagouda Bhandi,IND,0,12th Pass,51,Bagalkot + Karnataka,875000,0,2014
Yamanur Kamble,BSP, 1 ,Post Graduate,35,Bagalkot + Karnataka,5034259,0,2014
Udasi Shivakumar Channabasappa   Winner ,BJP,0,12th Pass,47,Haveri + Karnataka,576693538,54423645,2014
B.m.jayadev Mathad,IND, 3 ,Graduate,49,Haveri + Karnataka,3050000,300000,2014
Basavanteppa Honnappa Hullatti,Sarva Janata Party,0,Graduate Professional,44,Haveri + Karnataka,0,0,2014
Bidaragaddi V.b,IND,0,Graduate,75,Haveri + Karnataka,22810000,1150000,2014
D Prasad Sangappa,RPI(A),0,12th Pass,52,Haveri + Karnataka,7850000,1080000,2014
Girishgouda Channabasanagouda Bistanagoudar,IND,0,Graduate,28,Haveri + Karnataka,6555,0,2014
Halappa Doddaneelappa Timmenahalli,BSP,0,Graduate,62,Haveri + Karnataka,1080000,200000,2014
Hanumantappa Kabbar,IND,0,Graduate,30,Haveri + Karnataka,1600000,0,2014
Hasan Ali Sirquazi,AAP,0,Post Graduate,61,Haveri + Karnataka,3439291,800000,2014
Kuber Vasudev Subbaji,IND,0,12th Pass,61,Haveri + Karnataka,2996700,0,2014
Kulkarni Chandrashekharayya Gurulingayya,IND,0,Graduate,62,Haveri + Karnataka,1725000,20000,2014
Mehaboobsab Pathan,IND,0,5th Pass,48,Haveri + Karnataka,8300000,150000,2014
Ravi Menasinakai,JD(S),0,Graduate Professional,53,Haveri + Karnataka,21964323,2395704,2014
Rudresh Ramanna Hadagali,IND,0,Graduate,51,Haveri + Karnataka,4006360,176924,2014
Saleem Azeez Ahmed,INC,0,Post Graduate,50,Haveri + Karnataka,59573517,0,2014
Shiddappa Kallappa Pujar,IND,0,10th Pass,34,Haveri + Karnataka,50500,0,2014
Shivakumar Chakari Urf Talawar,IND,0,Post Graduate,30,Haveri + Karnataka,1180000,0,2014
Suresh Maharudrappa Mundargi,Rani Chennamma Party,0,10th Pass,39,Haveri + Karnataka,1162000,0,2014
Veerabhadrappa Kabbinad,IND,0,5th Pass,67,Haveri + Karnataka,2500,0,2014
Pralhad Joshi   Winner ,BJP, 1 ,Graduate,51,Dharwad + Karnataka,41979658,6739989,2014
Anandaraj Dokka,IND,0,8th Pass,63,Dharwad + Karnataka,220000,0,2014
Gangadhar S. Badiger,SUCI(C),0,Graduate,32,Dharwad + Karnataka,60000,0,2014
Gurushantappa Chalwadi,RPI(A),0,10th Pass,51,Dharwad + Karnataka,320255,0,2014
Hanumantappa Mallappa Bankapur,JD(S),0,8th Pass,52,Dharwad + Karnataka,25257819,1710000,2014
Imamsab. Toragal.,IND,0,10th Pass,50,Dharwad + Karnataka,80000,0,2014
Irappa Bharamappa Madar,BSP,0,10th Pass,39,Dharwad + Karnataka,585029,80000,2014
Irashadbegum. Adhoni.,IND,0,10th Pass,48,Dharwad + Karnataka,36000,0,2014
Maruti Ramappa Hanasi,IND,0,Graduate,46,Dharwad + Karnataka,2243000,230000,2014
P Y Hemanth Kumar,AAP,0,12th Pass,47,Dharwad + Karnataka,62688810,0,2014
Pramod Mutalik.,IND, 8 ,Graduate,59,Dharwad + Karnataka,268756,0,2014
Sanjay Kothari,IND,0,Graduate,36,Dharwad + Karnataka,2958023,0,2014
Shailendrakumar Patil,IND, 1 ,Graduate,38,Dharwad + Karnataka,35000,0,2014
Shakil Dodawad,IND,0,5th Pass,31,Dharwad + Karnataka,97000,0,2014
Shreekant Kabadi,IND,0,Graduate,52,Dharwad + Karnataka,9950010,427000,2014
Vikas Basavantappa Soppin,IND,0,Graduate Professional,38,Dharwad + Karnataka,6039592,1379613,2014
Vinay Kulkarni,INC, 2 ,12th Pass,47,Dharwad + Karnataka,111890685,6539376,2014
G.m. Siddeshwara   Winner ,BJP,0,10th Pass,61,Davanagere + Karnataka,232375703,17951455,2014
A.k.parashurama Kotemallur,BSP,0,12th Pass,31,Davanagere + Karnataka,215000,0,2014
A.t. Dadakhalandar,IND,0,10th Pass,32,Davanagere + Karnataka,36042,19623,2014
Alur M.g. Swamy,IND,0,Graduate,67,Davanagere + Karnataka,36920000,150000,2014
B. Gnana Prakash,IND,0,Graduate,31,Davanagere + Karnataka,2665000,0,2014
Basavaraj K.j,AAP,0,Graduate,49,Davanagere + Karnataka,974000,30000,2014
Dr.sridhar Udupa,IND,0,Doctorate,61,Davanagere + Karnataka,918000,0,2014
G C Patel,Sarva Janata Party,0,Graduate Professional,40,Davanagere + Karnataka,719300,0,2014
G.m.siddeshi,IND,0,12th Pass,49,Davanagere + Karnataka,1501000,275000,2014
H.k. Kenchveerappa,Vichara Jagruthi Congress Paksha, 1 ,10th Pass,70,Davanagere + Karnataka,4359500,50000,2014
H.k. Ramachandrappa,CPI,0,10th Pass,73,Davanagere + Karnataka,3180981,0,2014
K Syed Zabiulla,IND,0,12th Pass,59,Davanagere + Karnataka,627000,0,2014
Mahima J Patel,JD(S),0,Graduate Professional,54,Davanagere + Karnataka,29683292,1245000,2014
Nagarajappa,IND,0,Illiterate,57,Davanagere + Karnataka,15000,0,2014
Parasuram S,CPI(ML)L,0,Literate,31,Davanagere + Karnataka,271500,125000,2014
S S Mallikarjun,INC, 6 ,Graduate,46,Davanagere + Karnataka,645637999,66208771,2014
S.s. Subhan Khan,IND,0,Post Graduate,46,Davanagere + Karnataka,76000,0,2014
Siddesh,IND,0,12th Pass,34,Davanagere + Karnataka,19035000,400000,2014
B.s. Yeddyurappa   Winner ,BJP, 8 ,12th Pass,71,Shimoga + Karnataka,69746267,500000,2014
Anil M.r,IND,0,Others,33,Shimoga + Karnataka,774819,1252161,2014
B. Dharmappa,JD(U),0,Graduate Professional,77,Shimoga + Karnataka,13450336,700000,2014
B.k. Shashi Kumar,Karunaadu Party,0,10th Pass,31,Shimoga + Karnataka,61000,0,2014
Fayaz Ahamed Alias Mohammad Fayaz Ahamad,Sarva Janata Party,0,8th Pass,46,Shimoga + Karnataka,6884684,409000,2014
Geetha Shivarajkumar,JD(S),0,Graduate,49,Shimoga + Karnataka,176721674,38712502,2014
H. Suresh Poojari,IND,0,5th Pass,42,Shimoga + Karnataka,26000,0,2014
K.g. Sreedhar,AAP,0,Graduate,49,Shimoga + Karnataka,22283800,147575,2014
Kunaje Manjunatha Gowda,BSP,0,Graduate,43,Shimoga + Karnataka,1413790,0,2014
M.s. Mainuddin,IND,0,10th Pass,40,Shimoga + Karnataka,160000,0,2014
S. Satish Salian,IND,0,12th Pass,46,Shimoga + Karnataka,617300,80750,2014
Shrilatha Shetty,IND,0,10th Pass,41,Shimoga + Karnataka,1268000,337000,2014
V.manjunath Bhandary,INC,0,Doctorate,52,Shimoga + Karnataka,194691247,89667657,2014
Shobha Karandlaje   Winner ,BJP,0,Post Graduate,47,Udupi Chikmagalur + Karnataka,72089452,38119792,2014
C J Jagannath,CPI(ML) Red star,0,5th Pass,35,Udupi Chikmagalur + Karnataka,111000,0,2014
Gurudeva S H,AAP,0,Graduate Professional,32,Udupi Chikmagalur + Karnataka,6971500,250000,2014
Jayaprakash Hegde,INC,0,Graduate Professional,61,Udupi Chikmagalur + Karnataka,90305073,16640811,2014
M D Mainuddin Khan Alias Asfiya,IND,0,8th Pass,38,Udupi Chikmagalur + Karnataka,163000,0,2014
Manjunatha G,IND,0,12th Pass,28,Udupi Chikmagalur + Karnataka,0,0,2014
Srinivasa,IND,0,5th Pass,57,Udupi Chikmagalur + Karnataka,2452000,2060000,2014
Sudheer Kanchan,IND,0,Post Graduate,59,Udupi Chikmagalur + Karnataka,6657000,0,2014
V. Dhananjaya Kumar,JD(S),0,Graduate Professional,63,Udupi Chikmagalur + Karnataka,99477175,0,2014
Vijaya Kumar,CPI,0,Others,41,Udupi Chikmagalur + Karnataka,3085000,215000,2014
Zakir Hussain,BSP,0,5th Pass,41,Udupi Chikmagalur + Karnataka,1309472,45000,2014
H.d. Devegowda   Winner ,JD(S),0,Others,81,Hassan + Karnataka,42721242,8648283,2014
A.p. Ahamad,BSP,0,Illiterate,70,Hassan + Karnataka,1100000,500000,2014
C.h. Vijayashankar,BJP,0,Graduate,58,Hassan + Karnataka,42165344,5100000,2014
Dr. Banuprakash.k,IND, 1 ,Graduate Professional,40,Hassan + Karnataka,244250,200000,2014
H.d. Revanna,Karunaadu Party,0,10th Pass,39,Hassan + Karnataka,483000,50000,2014
Javaraiah,IND,0,10th Pass,37,Hassan + Karnataka,50000,0,2014
M.mahesh Alias Harsha,IND,0,10th Pass,43,Hassan + Karnataka,37777,0,2014
Manju. A.,INC,0,Graduate Professional,56,Hassan + Karnataka,165271740,1131586,2014
Manjunatha,Bharatiya Dr. B.R.Ambedkar Janta Party,0,5th Pass,34,Hassan + Karnataka,150000,0,2014
Rudregowda,Jai Vijaya Bharathi Party,0,Graduate Professional,48,Hassan + Karnataka,3640000,1450000,2014
S.b. Rajegowda,IND,0,Others,68,Hassan + Karnataka,25000,0,2014
S.n. Mallappa,IND,0,12th Pass,50,Hassan + Karnataka,3765750,255000,2014
Santhoshmohan,AAP,0,Graduate Professional,39,Hassan + Karnataka,23700200,100000,2014
T.d. Jagadeesha,IND,0,10th Pass,32,Hassan + Karnataka,20000,0,2014
Nalin Kumar Katil   Winner ,BJP, 1 ,10th Pass,48,Dakshina Kannada + Karnataka,9329001,1493367,2014
Ananda Gatty,IND,0,Graduate Professional,64,Dakshina Kannada + Karnataka,5328850,450000,2014
Deepak Rajesh Coelho,IND,0,Graduate,38,Dakshina Kannada + Karnataka,3328000,0,2014
Haneef Khan,SDPI,0,10th Pass,44,Dakshina Kannada + Karnataka,1703900,0,2014
Janardhana Poojary,INC,0,Graduate,76,Dakshina Kannada + Karnataka,5242284,0,2014
K Yadava Shetty,CPI(M),0,12th Pass,50,Dakshina Kannada + Karnataka,2135040,145000,2014
K. Kushala Bellare,IND,0,Not Given,63,Dakshina Kannada + Karnataka,16329916,6500000,2014
K.n. Somashekar,IND,0,Graduate,42,Dakshina Kannada + Karnataka,13036000,1915500,2014
Marpalli Ramiah Vasudeva,AAP,0,Post Graduate,61,Dakshina Kannada + Karnataka,15692369,0,2014
Maxim Pinto,IND,0,10th Pass,49,Dakshina Kannada + Karnataka,25265000,5500000,2014
Moose Kunhi,BSP,0,5th Pass,39,Dakshina Kannada + Karnataka,667631,152465,2014
Subramanya Gowda K.,IND,0,10th Pass,42,Dakshina Kannada + Karnataka,3695467,940000,2014
Sudatta,IND,0,10th Pass,37,Dakshina Kannada + Karnataka,326800,50000,2014
Supreeth Kumar Poojary,Hindustan Janta Party,0,10th Pass,38,Dakshina Kannada + Karnataka,1388000,142250,2014
C.s.puttaraju   Winner ,JD(S),0,12th Pass,50,Mandya + Karnataka,45209196,11231000,2014
Aravind Premanand,IND,0,Graduate Professional,40,Mandya + Karnataka,662000,0,2014
Arunakumara,IND,0,8th Pass,33,Mandya + Karnataka,225000,0,2014
Ashraf,IND,0,10th Pass,36,Mandya + Karnataka,7310000,0,2014
Bhanuprakash.k.l,IND,0,Post Graduate,33,Mandya + Karnataka,3828500,0,2014
Divya Spandana Uruf Ramya,INC,0,12th Pass,31,Mandya + Karnataka,28043931,5530653,2014
Dr. C.s.hanumanthappa,AAP,0,Post Graduate,70,Mandya + Karnataka,6965000,0,2014
H.k.krishna,Karunaadu Party,0,Graduate,42,Mandya + Karnataka,390000,0,2014
