Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Vikas Kewalrao Nagvanshi,Bharat Prabhat Party,0,Graduate Professional,41,Damoh + Madhya Pradesh,9502459,3370273,2019
Vishnu Datt Sharma   Winner ,BJP,0,Post Graduate,49,Khajuraho + Madhya Pradesh,10589334,2507176,2019
Advocate Rakesh Kumar Shukla,AIFB,0,Post Graduate,52,Khajuraho + Madhya Pradesh,14180097,0,2019
Ashwani Kumar Dubey,Sarvodaya Bharat Party,0,Doctorate,48,Khajuraho + Madhya Pradesh,2420200,0,2019
Bhoopat Kumar,IND,0,Graduate,25,Khajuraho + Madhya Pradesh,266109,0,2019
Desh Pal,Ambedkarite Party of India,0,Post Graduate,41,Khajuraho + Madhya Pradesh,759925,960000,2019
Giriraj Kishor,IND,0,Graduate,58,Khajuraho + Madhya Pradesh,260117678,8698758,2019
Jagdesh Kumar Patel,Akhil Bhartiya Apna Dal,0,12th Pass,33,Khajuraho + Madhya Pradesh,20500,0,2019
Maharani Kavita Singh Natiraja,INC,0,Graduate,39,Khajuraho + Madhya Pradesh,73695721,2160104,2019
Manish Mishra,Rashtriya Aadarsh Member Party,0,8th Pass,34,Khajuraho + Madhya Pradesh,920000,0,2019
Meena Raikwar,IND,0,10th Pass,44,Khajuraho + Madhya Pradesh,4436079,1486523,2019
Mohammad Imran,IND,0,Graduate Professional,35,Khajuraho + Madhya Pradesh,1807000,0,2019
Narendra,IND,0,Graduate,45,Khajuraho + Madhya Pradesh,3708881,0,2019
Parwat Singh,IND,0,8th Pass,27,Khajuraho + Madhya Pradesh,211550,0,2019
Rajkumar Sharma,IND,0,Graduate,56,Khajuraho + Madhya Pradesh,602000,0,2019
Sant Kumar Sharma,Samagra Utthan Party,0,Post Graduate,40,Khajuraho + Madhya Pradesh,295474,70000,2019
Veer Singh Patel,SP, 8 ,12th Pass,39,Khajuraho + Madhya Pradesh,39687180,4212532,2019
Vinod Kumar,Rashtriya Jansanchar Dal,0,12th Pass,31,Khajuraho + Madhya Pradesh,1820000,0,2019
Ganesh Singh   Winner ,BJP, 2 ,Post Graduate,56,Satna + Madhya Pradesh,41719076,0,2019
Acche Lal Kushawaha,BSP, 2 ,8th Pass,63,Satna + Madhya Pradesh,24846270,746000,2019
Ashok Vishwakarma,IND,0,8th Pass,47,Satna + Madhya Pradesh,722500,0,2019
Babu Lal,IND,0,10th Pass,36,Satna + Madhya Pradesh,86500,0,2019
Dr Suresh Tripathi,IND,0,Graduate Professional,62,Satna + Madhya Pradesh,16638328,900000,2019
Mahendra Singh,Bhartiya Shakti Chetna Party,0,8th Pass,69,Satna + Madhya Pradesh,5200226,100000,2019
"Mahesh Sahu ""Pappu""",Akhil Bharat Hindu Mahasabha,0,5th Pass,52,Satna + Madhya Pradesh,4057018,0,2019
Manoraj Dwivedi,Janata Congress,0,10th Pass,41,Satna + Madhya Pradesh,4755000,0,2019
Mo. Jibrail,IND,0,8th Pass,51,Satna + Madhya Pradesh,2523000,0,2019
Munni Kranti,IND,0,Literate,54,Satna + Madhya Pradesh,2619000,0,2019
Nand Kishore,Peoples Party of India (Democratic),0,12th Pass,40,Satna + Madhya Pradesh,2200000,0,2019
Nasir Khan,IND,0,5th Pass,66,Satna + Madhya Pradesh,31300,0,2019
Rajaram Tripathi,INC,0,12th Pass,66,Satna + Madhya Pradesh,150375545,18844623,2019
Rajendra Tripathi,Bharatiya Jan Morcha Party,0,Graduate Professional,52,Satna + Madhya Pradesh,129500,0,2019
Ram Nivas Sen,RPI(A),0,8th Pass,58,Satna + Madhya Pradesh,612715,0,2019
Ram Vishwash Pal,Rashtriya Samaj Paksha,0,8th Pass,52,Satna + Madhya Pradesh,1382000,0,2019
Ramkushal Kewat,Bhartiya Manav Samaj Party,0,8th Pass,42,Satna + Madhya Pradesh,3114765,0,2019
Sandeep Kumar Tiwari,IND,0,10th Pass,45,Satna + Madhya Pradesh,2172000,0,2019
Shashank Singh Baghel,Sapaks Party,0,Graduate,26,Satna + Madhya Pradesh,233985,0,2019
Surendra Prasad Pandey,IND,0,Others,68,Satna + Madhya Pradesh,3112401,63000,2019
Vipin Singh Tiwari,Smart Indians Party,0,12th Pass,35,Satna + Madhya Pradesh,378000,0,2019
Janardan Prasad Mishra   Winner ,BJP,0,Graduate Professional,62,Rewa + Madhya Pradesh,20359750,580627,2019
Akhilesh Saket,IND,0,Graduate Professional,38,Rewa + Madhya Pradesh,10300267,194963,2019
Arun Kumar,Shri Janta Party, 2 ,12th Pass,45,Rewa + Madhya Pradesh,55000,0,2019
Arun Kumar Satnami,Bahujan Mukti Party,0,Post Graduate,35,Rewa + Madhya Pradesh,3813000,0,2019
Babulal Kol,Adhikar Vikas Party,0,8th Pass,42,Rewa + Madhya Pradesh,1200,0,2019
Badriprasad,Akhil Bhartiya Apna Dal,0,12th Pass,63,Rewa + Madhya Pradesh,1180000,0,2019
Brahm Datta Mishra,IND, 2 ,12th Pass,56,Rewa + Madhya Pradesh,2575000,0,2019
Chhotu Kol,Jan Samman party,0,8th Pass,32,Rewa + Madhya Pradesh,10225,0,2019
Devendra Kumar,IND,0,12th Pass,48,Rewa + Madhya Pradesh,5947000,0,2019
Girijesh Singh Senger,CPI(M),0,Post Graduate,49,Rewa + Madhya Pradesh,3498413,265000,2019
Ram Gopal Singh,Peoples Party of India (Democratic), 1 ,Graduate,57,Rewa + Madhya Pradesh,10712938,0,2019
Ram Kalesh Saket,IND,0,Post Graduate,33,Rewa + Madhya Pradesh,118000,0,2019
Reeta Tripathi,Bhartiya Shakti Chetna Party,0,12th Pass,38,Rewa + Madhya Pradesh,1700000,0,2019
Sanat Kumar,IND,0,10th Pass,42,Rewa + Madhya Pradesh,385783,0,2019
Shakuntala,Sapaks Party,0,Post Graduate,53,Rewa + Madhya Pradesh,37457633,0,2019
Shivkumar Mishra,Samagra Utthan Party,0,12th Pass,50,Rewa + Madhya Pradesh,350500,0,2019
Siddharth Tiwari,INC,0,Graduate Professional,36,Rewa + Madhya Pradesh,30182893,1325755,2019
Siyasharan Kevat,Rashtriya Apna Dal,0,Literate,63,Rewa + Madhya Pradesh,10200500,0,2019
Subhranshu Dwivedi,Kisan Party of India,0,Post Graduate,41,Rewa + Madhya Pradesh,631000,180000,2019
Sunit Kumar Pandey,AARAKSHAN VIRODHI PARTY, 1 ,Post Graduate,28,Rewa + Madhya Pradesh,210000,0,2019
Sushil Kumar Mishra,IND,0,Post Graduate,51,Rewa + Madhya Pradesh,6260000,0,2019
Vikash Kumar,BSP,0,Graduate,36,Rewa + Madhya Pradesh,15156991,3100000,2019
Rao Uday Pratap Singh   Winner ,BJP, 1 ,Graduate,54,Hoshangabad + Madhya Pradesh,154783105,9103300,2019
Arya Ravi Parihar,IND,0,8th Pass,42,Hoshangabad + Madhya Pradesh,423000,230000,2019
Bhavanishankar,Pragatishil Samajwadi Party (Lohia), 1 ,5th Pass,33,Hoshangabad + Madhya Pradesh,2242000,0,2019
Dinesh Katare,Ambedkarite Party of India,0,Post Graduate,32,Hoshangabad + Madhya Pradesh,30500,350000,2019
M.P. Choudhary,BSP,0,Post Graduate,68,Hoshangabad + Madhya Pradesh,18320269,300000,2019
Madan Mohan,IND,0,Post Graduate,43,Hoshangabad + Madhya Pradesh,3051000,0,2019
Pandit Devendra Sharma,Sapaks Party,0,Graduate,31,Hoshangabad + Madhya Pradesh,32000,0,2019
Rajesh Kumar Uikey,Gondvana Gantantra Party,0,Illiterate,43,Hoshangabad + Madhya Pradesh,214500,30000,2019
Saligram Makodiya,IND,0,Post Graduate,60,Hoshangabad + Madhya Pradesh,5223740,400000,2019
Shailendra ,IND,0,Graduate,27,Hoshangabad + Madhya Pradesh,113546,0,2019
Shailendra Diwan Chandarbhan Singh,INC,0,Graduate,39,Hoshangabad + Madhya Pradesh,15964904,1399664,2019
Durga Das (D.D.) Uikey   Winner ,BJP,0,Post Graduate,55,Betul + Madhya Pradesh,15413532,875803,2019
Ashok Bhalavi,BSP,0,Literate,44,Betul + Madhya Pradesh,682000,0,2019
Bhagcharan Warkade,IND,0,12th Pass,39,Betul + Madhya Pradesh,368300,270000,2019
Bisram Uikey,Gondvana Gantantra Party,0,12th Pass,44,Betul + Madhya Pradesh,1113900,0,2019
Nimish Sariyam,IND, 1 ,Graduate,33,Betul + Madhya Pradesh,158000,0,2019
Pushpa Dr. Shailendra Pendam,Akhil Bhartiya Gondwana Party,0,Graduate,42,Betul + Madhya Pradesh,5227000,150000,2019
Pushpa Marskole,Bahujan Mukti Party,0,Post Graduate,57,Betul + Madhya Pradesh,12240000,0,2019
Ramu Tekam,INC,0,Graduate Professional,31,Betul + Madhya Pradesh,113554,0,2019
Sunil Kumar Kawde,IND,0,Graduate Professional,37,Betul + Madhya Pradesh,607000,0,2019
Narendra Singh Tomar   Winner ,BJP, 1 ,Graduate,61,Morena + Madhya Pradesh,23062224,6689767,2019
Ashok Rajoriya,Vishva SHakti Party,0,Graduate,46,Morena + Madhya Pradesh,5441500,0,2019
Bajuddeen Baj,IND, 1 ,Illiterate,80,Morena + Madhya Pradesh,2058044,0,2019
Bhante Sangh Ratan,Bharat Prabhat Party,0,Literate,48,Morena + Madhya Pradesh,25000,0,2019
Dhara Singh,Pragatishil Samajwadi Party (Lohia),0,10th Pass,42,Morena + Madhya Pradesh,1335000,0,2019
Dheeraj Singh Mavai,IND,0,12th Pass,49,Morena + Madhya Pradesh,8086908,0,2019
Dr. Randhir Singh Ruhal,Rashtra Nirman Party,0,Doctorate,61,Morena + Madhya Pradesh,40845696,670033,2019
Kartar Singh Bhadana,BSP, 5 ,8th Pass,61,Morena + Madhya Pradesh,441032899,11599732,2019
Laxmi Baghel,IND,0,Graduate,44,Morena + Madhya Pradesh,3800923,0,2019
Mehabub Khan,IND,0,8th Pass,34,Morena + Madhya Pradesh,2347615,0,2019
Munna,IND, 2 ,12th Pass,55,Morena + Madhya Pradesh,4135000,0,2019
Narendra Singh ,Republican Party of India (Reformist),0,Post Graduate,33,Morena + Madhya Pradesh,321450,0,2019
Patiram Shakya,RPI(A),0,10th Pass,43,Morena + Madhya Pradesh,1821000,90000,2019
Pawan Kumar Goyal,Swatantra Jantaraj Party, 2 ,Post Graduate,44,Morena + Madhya Pradesh,14474150,0,2019
Prabhu Singh,IND,0,12th Pass,37,Morena + Madhya Pradesh,351000,0,2019
Rajesh Singh Bhadoria,Akhand Rashtrawadi Party,0,12th Pass,26,Morena + Madhya Pradesh,7846051,78000,2019
Rajveer,IND,0,Graduate,47,Morena + Madhya Pradesh,6916034,0,2019
Ramlakhan Meena,Rashtriya Krantikari Samajwadi Party,0,Graduate,28,Morena + Madhya Pradesh,4600000,800000,2019
Ramniwas Rawat,INC, 1 ,Post Graduate,59,Morena + Madhya Pradesh,44669161,1052042,2019
Sanju Sharma,SHS,0,10th Pass,34,Morena + Madhya Pradesh,778405,0,2019
Sonu Agrwal,IND,0,10th Pass,38,Morena + Madhya Pradesh,261851,0,2019
Sumit Mishra,IND,0,10th Pass,43,Morena + Madhya Pradesh,110000,0,2019
Tejpal Singh Rawat,IND,0,Literate,30,Morena + Madhya Pradesh,3607000,0,2019
Tofeek Khan,IND,0,Graduate,48,Morena + Madhya Pradesh,1829400,0,2019
Vivek,Hindusthan Nirman Dal,0,Graduate,27,Morena + Madhya Pradesh,1019055,0,2019
Sandhya Ray   Winner ,BJP,0,Post Graduate,45,Bhind + Madhya Pradesh,51108660,13400000,2019
Ashok Singh,IND,0,Not Given,27,Bhind + Madhya Pradesh,355000,0,2019
Babu Ram Jamor,BSP,0,10th Pass,67,Bhind + Madhya Pradesh,12571690,540000,2019
Brikhbhan Dohare,All Indians Party,0,5th Pass,26,Bhind + Madhya Pradesh,177000,0,2019
Devashish,INC,0,Graduate Professional,28,Bhind + Madhya Pradesh,746723,0,2019
Dharm Singh Bhargav,IND,0,12th Pass,53,Bhind + Madhya Pradesh,2459000,0,2019
Dileep Kumar Dohare (Advocat),Ambedkarite Party of India, 1 ,Graduate Professional,31,Bhind + Madhya Pradesh,645100,0,2019
Harkisor Kori,IND,0,Illiterate,60,Bhind + Madhya Pradesh,200000,0,2019
Jitendra Singh,IND,0,12th Pass,31,Bhind + Madhya Pradesh,265000,0,2019
Kishori Lal Shakya,Bahujan Mukti Party,0,Post Graduate,67,Bhind + Madhya Pradesh,4808000,0,2019
Madan Chhilwar,Pragatishil Samajwadi Party (Lohia),0,Literate,45,Bhind + Madhya Pradesh,423175,0,2019
Manohar Lal Patwa (Lalu Kori),Jan Adhikar Party, 1 ,10th Pass,30,Bhind + Madhya Pradesh,763000,0,2019
Omprakash Shakya,Hindusthan Nirman Dal, 1 ,Post Graduate,51,Bhind + Madhya Pradesh,2112000,0,2019
Rajesh Kumar Jatav,IND,0,12th Pass,40,Bhind + Madhya Pradesh,220000,0,2019
Ramnaresh Jatav,IND,0,Graduate Professional,38,Bhind + Madhya Pradesh,451164,0,2019
Roop Singh,Bharat Prabhat Party,0,10th Pass,41,Bhind + Madhya Pradesh,1726000,0,2019
Umesh Garg,IND,0,12th Pass,46,Bhind + Madhya Pradesh,2388000,77000,2019
Vijay Singh Patwa,AIFB,0,10th Pass,39,Bhind + Madhya Pradesh,2404200,60000,2019
Vivek Narayan Shejwalkar   Winner ,BJP,0,Graduate Professional,71,Gwalior + Madhya Pradesh,58911673,0,2019
Ashok Khan,IND, 2 ,Literate,44,Gwalior + Madhya Pradesh,547500,222000,2019
Ashok Singh,INC,0,Graduate,56,Gwalior + Madhya Pradesh,371815574,64526891,2019
Braj Mohan,Pragatishil Samajwadi Party (Lohia),0,12th Pass,26,Gwalior + Madhya Pradesh,25181,0,2019
Deepak Kumar,IND,0,Graduate,54,Gwalior + Madhya Pradesh,6453507,0,2019
Geeta Rani,Peoples Party of India (Democratic),0,Post Graduate,54,Gwalior + Madhya Pradesh,1163000,800000,2019
Govind Singh,IND,0,12th Pass,51,Gwalior + Madhya Pradesh,568513,0,2019
Hanumant Singh,Aajad Bharat Party (Democratic),0,12th Pass,37,Gwalior + Madhya Pradesh,4216000,0,2019
Jitendra Jain,Bharat Prabhat Party,0,Graduate Professional,31,Gwalior + Madhya Pradesh,7741515,4610847,2019
Keshav Rai Chaudhari,IND,0,10th Pass,62,Gwalior + Madhya Pradesh,12511203,1645271,2019
Mamta Balveer Singh Kushwah,BSP,0,10th Pass,50,Gwalior + Madhya Pradesh,1434500,0,2019
Nandkishor Sahu,Parivartan Samaj Party,0,12th Pass,62,Gwalior + Madhya Pradesh,2707482,0,2019
Narayan Namdev,Ambedkarite Party of India,0,5th Pass,57,Gwalior + Madhya Pradesh,448000,0,2019
Pransingh,Rashtriya Shoshit Samaj Party,0,12th Pass,55,Gwalior + Madhya Pradesh,3188380,0,2019
Sovran Singh,IND,0,12th Pass,60,Gwalior + Madhya Pradesh,6368000,1260,2019
Sugreev Singh,Jan Adhikar Party,0,Graduate,53,Gwalior + Madhya Pradesh,6038000,0,2019
Sunil Gopal,SUCI(C), 1 ,Graduate Professional,46,Gwalior + Madhya Pradesh,71800,0,2019
Vishnukant Sharma,Rashtriya Rashtrawadi Party,0,12th Pass,38,Gwalior + Madhya Pradesh,22336170,4613471,2019
Krishna Pal Singh   Winner ,BJP,0,Graduate Professional,43,Guna + Madhya Pradesh,16266408,494053,2019
Ajay Singh Kushwah,IND,0,10th Pass,44,Guna + Madhya Pradesh,2088593,0,2019
Amit Khare,Ambedkarite Party of India,0,Graduate Professional,27,Guna + Madhya Pradesh,130500,0,2019
Bhan Singh,IND,0,Not Given,40,Guna + Madhya Pradesh,1547800,0,2019
Bhoopendra Singh Chauhan,IND,0,Graduate,50,Guna + Madhya Pradesh,12405433,250000,2019
Chandr Kumar Shrivastava (Chandu),IND,0,8th Pass,45,Guna + Madhya Pradesh,1931406,712080,2019
Dhakad Lokendra Singh Rajpoot,BSP, 3 ,Post Graduate,41,Guna + Madhya Pradesh,128273308,55970713,2019
Harbhajan Singh Rajpoot,Bharat Prabhat Party,0,Graduate Professional,60,Guna + Madhya Pradesh,251000,0,2019
Jyotiraditya M. Scindia,INC,0,Post Graduate,48,Guna + Madhya Pradesh,3745618745,2900000,2019
Manish Shrivastav,SUCI(C),0,Graduate Professional,39,Guna + Madhya Pradesh,186000,0,2019
Omprakash,IND,0,Others,61,Guna + Madhya Pradesh,23673387,11816000,2019
Rekha Bai,Aajad Bharat Party (Democratic),0,Graduate,33,Guna + Madhya Pradesh,270000,0,2019
Santosh Yadav,Pragatishil Samajwadi Party (Lohia),0,Literate,46,Guna + Madhya Pradesh,754000,0,2019
Rajbahadur Singh   Winner ,BJP, 1 ,Post Graduate,51,Sagar + Madhya Pradesh,16416828,547428,2019
Devendra Jain,IND,0,8th Pass,73,Sagar + Madhya Pradesh,4799000,200000,2019
Kamal Kumar Khatik,Pragatishil Samajwadi Party (Lohia),0,12th Pass,63,Sagar + Madhya Pradesh,2203000,0,2019
Kanchedilal Kushwaha,IND,0,8th Pass,43,Sagar + Madhya Pradesh,4036384,80000,2019
"Mahendra Singh Patel ""Barual""",IND,0,8th Pass,51,Sagar + Madhya Pradesh,1050000,0,2019
Moh. Khurram Qureshi,IND,0,12th Pass,52,Sagar + Madhya Pradesh,14465000,494340,2019
Prabhu Singh Thakur,INC,0,Post Graduate,65,Sagar + Madhya Pradesh,116106237,869967,2019
Rajkumar Yadav,BSP,0,12th Pass,47,Sagar + Madhya Pradesh,4225000,300000,2019
Ramnaresh Tiwari,Samagra Utthan Party,0,12th Pass,34,Sagar + Madhya Pradesh,158000,0,2019
Vinay Kumar Sen,Bhartiya Shakti Chetna Party,0,12th Pass,39,Sagar + Madhya Pradesh,1775711,160000,2019
Ramakant Bhargava   Winner ,BJP,0,12th Pass,66,Vidisha + Madhya Pradesh,30032282,3332012,2019
Anil Malviya Patrakar,IND,0,Post Graduate,33,Vidisha + Madhya Pradesh,1970453,432101,2019
Devendra Singh Chouhan,IND,0,Graduate,41,Vidisha + Madhya Pradesh,33443000,1390000,2019
Geetawali Er. P.S. Ahirwar,BSP,0,Graduate,51,Vidisha + Madhya Pradesh,40124085,0,2019
Madan Lal Bhadoriya,Prajatantrik Samadhan Party,0,12th Pass,47,Vidisha + Madhya Pradesh,652000,0,2019
Mahant Pratap Giri,IND,0,Literate,38,Vidisha + Madhya Pradesh,300000,0,2019
Mo. Talat Khan,IND,0,12th Pass,48,Vidisha + Madhya Pradesh,209397,0,2019
Naveen Jatav,IND,0,10th Pass,32,Vidisha + Madhya Pradesh,3313000,700000,2019
Ramkrishna Surywanshi,Bahujan Mukti Party,0,8th Pass,34,Vidisha + Madhya Pradesh,106000,0,2019
Shailendra Kumar,IND,0,12th Pass,40,Vidisha + Madhya Pradesh,6716000,0,2019
Shailendra Rameshchandra Patel,INC,0,Post Graduate,43,Vidisha + Madhya Pradesh,130523815,1677179,2019
Sudhir Kumar,IND,0,Graduate,52,Vidisha + Madhya Pradesh,6925972,224529,2019
Vivek,IND,0,Graduate,37,Vidisha + Madhya Pradesh,208519,20000,2019
Sadhvi Pragya Singh Thakur   Winner ,BJP, 1 ,Post Graduate,49,Bhopal + Madhya Pradesh,444224,0,2019
Abdul Tahir Ansari,Swarnim Bharat Inquilab,0,Graduate Professional,45,Bhopal + Madhya Pradesh,5137000,1868000,2019
Alok Kumar,IND,0,Post Graduate,50,Bhopal + Madhya Pradesh,29090700,2700000,2019
Bal Ram Singh Tomar,Bhartiya Shakti Chetna Party,0,12th Pass,30,Bhopal + Madhya Pradesh,141845,249550,2019
Bhaurao Vithoba Fulzele,Bharat Prabhat Party,0,Graduate Professional,59,Bhopal + Madhya Pradesh,5265000,100000,2019
Ca Pramod Bhojwani,Sanatan Sanskriti Raksha Dal,0,Graduate,47,Bhopal + Madhya Pradesh,7136000,3200000,2019
Deshmukh Riyazuddin Ghayasuddin,IND,0,Post Graduate,60,Bhopal + Madhya Pradesh,975150,0,2019
Devendra Prakash Mishra,IND, 1 ,Post Graduate,48,Bhopal + Madhya Pradesh,55053500,0,2019
Digvijaya Singh,INC, 8 ,Graduate Professional,71,Bhopal + Madhya Pradesh,380727853,13972396,2019
Dr. Veena Ghanekar Rtd. Ias,Sapaks Party,0,Doctorate,63,Bhopal + Madhya Pradesh,50730000,0,2019
Gautam Nagdavane,Ambedkarite Party of India,0,8th Pass,51,Bhopal + Madhya Pradesh,2107000,250000,2019
J.C. Barai,SUCI(C),0,12th Pass,64,Bhopal + Madhya Pradesh,5542223,0,2019
Kamlesh Dangi Thakur,Hindusthan Nirman Dal, 4 ,10th Pass,39,Bhopal + Madhya Pradesh,19894936,267000,2019
Kamlesh Namdev,IND,0,10th Pass,34,Bhopal + Madhya Pradesh,90000,0,2019
Lata Suryawanshi,Samta Vikas Party,0,10th Pass,27,Bhopal + Madhya Pradesh,20000,0,2019
Madho Singh Ahirwar,BSP,0,Literate,41,Bhopal + Madhya Pradesh,1256186,0,2019
Mahendra Katiyar,IND,0,Post Graduate,49,Bhopal + Madhya Pradesh,847999,375000,2019
Mahendra Kumar,IND,0,10th Pass,59,Bhopal + Madhya Pradesh,6417048,0,2019
Md. Iqbal Khan,Smart Indians Party,0,12th Pass,35,Bhopal + Madhya Pradesh,61700,0,2019
Moh. Ateek,IND,0,Illiterate,55,Bhopal + Madhya Pradesh,131000,0,2019
Mukesh Kumar Gupta,IND,0,12th Pass,44,Bhopal + Madhya Pradesh,26958499,9862082,2019
Piyush Jain,Right to Recall Party,0,Post Graduate,30,Bhopal + Madhya Pradesh,1240726,0,2019
Prabha Bharti,Jai Lok Party,0,Others,46,Bhopal + Madhya Pradesh,405600,0,2019
Praveen Singh Thakur,IND,0,Graduate,26,Bhopal + Madhya Pradesh,187000,0,2019
Priyanka Khare,IND,0,10th Pass,26,Bhopal + Madhya Pradesh,227239,0,2019
Raj Kumar Shakya (Kori),Jan Adhikar Party,0,Post Graduate,49,Bhopal + Madhya Pradesh,21500,0,2019
Rajesh Keer,Bahujan Mukti Party,0,Graduate Professional,51,Bhopal + Madhya Pradesh,770809,0,2019
Ramsushil Sharma,Samagra Utthan Party,0,12th Pass,46,Bhopal + Madhya Pradesh,14726000,1950000,2019
Shrimati Hemlata Pathak,Sarvadharam Party (Madhya Pradesh),0,12th Pass,38,Bhopal + Madhya Pradesh,2775500,505000,2019
Sunil Kumar Dodeja,IND,0,Post Graduate,38,Bhopal + Madhya Pradesh,194341,0,2019
Rodmal Nagar   Winner ,BJP,0,Graduate,58,Rajgarh + Madhya Pradesh,40198295,3921362,2019
Divyendra Dubey Advocate,IND,0,Graduate Professional,34,Rajgarh + Madhya Pradesh,1520026,0,2019
Imamuddin Khan,IND,0,Graduate,64,Rajgarh + Madhya Pradesh,1312130,0,2019
Jagdeesh Singh Parmar,Samata Samadhan Party,0,5th Pass,58,Rajgarh + Madhya Pradesh,1869000,0,2019
Mohsin,IND,0,8th Pass,30,Rajgarh + Madhya Pradesh,205000,0,2019
Mona Sustani,INC,0,Graduate,50,Rajgarh + Madhya Pradesh,23174475,5353782,2019
Mukesh Kumar Dangi,SHS,0,5th Pass,29,Rajgarh + Madhya Pradesh,2132000,849301,2019
Parvat Singh,Ambedkarite Party of India,0,Post Graduate,0,Rajgarh + Madhya Pradesh,56000,0,2019
Sanjey Gupta,Sapaks Party,0,Graduate,46,Rajgarh + Madhya Pradesh,3704373,720000,2019
Santosh Rao,IND,0,5th Pass,40,Rajgarh + Madhya Pradesh,245000,0,2019
Susheel Kumar Prasad,Bhartiya Amrit Party, 1 ,Doctorate,60,Rajgarh + Madhya Pradesh,150113500,22500000,2019
Mahendra Singh Solanky   Winner ,BJP,0,Graduate Professional,35,Dewas + Madhya Pradesh,3812464,1832631,2019
Badrilal,BSP,0,Post Graduate,43,Dewas + Madhya Pradesh,7165222,402000,2019
Mahendra Sing,IND,0,12th Pass,30,Dewas + Madhya Pradesh,180000,0,2019
Nitin Verma,IND,0,12th Pass,37,Dewas + Madhya Pradesh,4516808,460168,2019
Prahlad Singh Tipanya,INC,0,Post Graduate,65,Dewas + Madhya Pradesh,12898376,810000,2019
Pravin Shantaram Gangurde,Bharat Prabhat Party,0,Post Graduate,47,Dewas + Madhya Pradesh,7520097,0,2019
Anil Firojiya   Winner ,BJP,0,12th Pass,47,Ujjain + Madhya Pradesh,26417937,3203766,2019
Ambaram Parmar Chandravanshi,IND,0,8th Pass,72,Ujjain + Madhya Pradesh,4016303,0,2019
Babulal Malviya,INC, 1 ,5th Pass,56,Ujjain + Madhya Pradesh,2181243,1785483,2019
Banesingh Parmar,IND,0,5th Pass,39,Ujjain + Madhya Pradesh,109326,94341,2019
Dr. Sagar Solanki,IND,0,Graduate,38,Ujjain + Madhya Pradesh,923000,87000,2019
Mahesh Marmat,SHS, 1 ,8th Pass,38,Ujjain + Madhya Pradesh,2126257,0,2019
Ramchandra Parmar,Bahujan Mukti Party, 1 ,10th Pass,61,Ujjain + Madhya Pradesh,1260081,0,2019
Satish Parmar,BSP,0,12th Pass,45,Ujjain + Madhya Pradesh,5813661,1050000,2019
Tilakraj Ahirwar,IND,0,Graduate,43,Ujjain + Madhya Pradesh,1433000,0,2019
Sudheer Gupta   Winner ,BJP, 1 ,Post Graduate,59,Mandsour + Madhya Pradesh,90908944,799283,2019
Advocate Bapu Singh Gujar,Hindusthan Nirman Dal,0,Post Graduate,40,Mandsour + Madhya Pradesh,6275178,65000,2019
Fulchand Patidar,IND,0,Graduate,38,Mandsour + Madhya Pradesh,555284,0,2019
Ismail Mev,Bahujan Maha Party,0,Literate,53,Mandsour + Madhya Pradesh,118500,0,2019
Meenakshi Chouhan,National Womens Party,0,Graduate,44,Mandsour + Madhya Pradesh,102105,121000,2019
Meenakshi Natarajan,INC,0,Post Graduate,45,Mandsour + Madhya Pradesh,6759260,0,2019
Nandlal Meena,IND,0,12th Pass,43,Mandsour + Madhya Pradesh,820376,0,2019
Prabhulal Meghwal,BSP,0,10th Pass,54,Mandsour + Madhya Pradesh,4542835,0,2019
Prahlad Singh S. Rajput,IND,0,8th Pass,48,Mandsour + Madhya Pradesh,253000,0,2019
Ranglal Dhanger,IND,0,12th Pass,37,Mandsour + Madhya Pradesh,5870411,362580,2019
Saeed Ahmed Shabrarti Ahmed,IND,0,5th Pass,65,Mandsour + Madhya Pradesh,7356193,0,2019
Shivlal Gurjar,SHS, 2 ,5th Pass,38,Mandsour + Madhya Pradesh,570800,0,2019
Vijay Rann,IND,0,Graduate,54,Mandsour + Madhya Pradesh,164500000,0,2019
Guman Singh Damor	   Winner ,BJP,0,Graduate Professional,62,Ratlam + Madhya Pradesh,42072262,4890940,2019
Kamleshwar Bhil,Bhartiya Tribal Party, 4 ,Graduate,28,Ratlam + Madhya Pradesh,62500,0,2019
Kantilal Bhuria,INC, 1 ,Post Graduate,68,Ratlam + Madhya Pradesh,90679618,904000,2019
Katara Rukhaman Singh,Bahujan Mukti Party,0,Graduate Professional,34,Ratlam + Madhya Pradesh,1561615,0,2019
Madhu Singh Patel(Chouhan),BSP,0,10th Pass,39,Ratlam + Madhya Pradesh,152000,0,2019
Nilesh Damor,IND,0,Graduate,25,Ratlam + Madhya Pradesh,89198,0,2019
Rangla-Kalesh,IND,0,Graduate,28,Ratlam + Madhya Pradesh,20161,0,2019
Suraj Bhabhar,All India Hindustan Congress Party,0,Graduate,26,Ratlam + Madhya Pradesh,172000,0,2019
Surajsingh Kaliya,JD(U),0,5th Pass,86,Ratlam + Madhya Pradesh,4502000,127177,2019
Chhatar Singh Darbar   Winner ,BJP, 1 ,Post Graduate,65,Dhar + Madhya Pradesh,23198238,2471613,2019
Dashrath Bhuwan (Dotriya),IND,0,8th Pass,62,Dhar + Madhya Pradesh,14151027,677716,2019
