Product,Price,Processor,RAM,Operating System,Storage,Display,Rating
Microsoft Surface Pro Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Pro) 1796 2 in 1 Laptop,"Rs 79,999",Intel Core i5 Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,4.5
Acer Aspire 3 Core i3 7th Gen - (4 GB/500 GB HDD/Linux) A315-51 Laptop,"Rs 28,990",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,Linux/Ubuntu Operating System,500 GB HDD,39.62 cm (15.6 inch) Display,4.2
Asus VivoBook S14 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S410UA-EB409T Laptop,"Rs 59,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.4
Dell Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,"Rs 91,958",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
Dell Inspiron 3000 Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,"Rs 93,490",Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2.3
HP 15 - dh Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce GTX 16...,"Rs 1,07,990",Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,4.1
Acer Aspire 3 APU Dual Core A4 - (4 GB/1 TB HDD/Windows 10 Home) A315-22 Laptop,"Rs 21,990",AMD APU Dual Core A4 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
HP Pavilion Gaming Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"Rs 69,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.1
Avita Pura Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-SRGYB Thin and...,"Rs 32,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
Asus TUF Gaming A15 Ryzen 7 Octa Core - (8 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GT...,"Rs 1,28,000",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,4.1
Dell Vostro 3000 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3490 Thin and Light Laptop,"Rs 33,990",Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4
MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX 2060)...,"Rs 1,89,990",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.8
Lenovo Yoga 730 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 730-13IKB Thin and Light Laptop,"Rs 94,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,4.1
Asus Ryzen 5 Quad Core - (4 GB/512 GB SSD/Windows 10 Home) M509DA-EJ572T Laptop,"Rs 40,990",AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.1
Acer Predator Triton 300 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"Rs 94,990",Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.7
Dell Inspiron 3000 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Insprion 3593 Laptop,"Rs 39,402",Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Asus ROG Strix Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 105...,"Rs 57,990",Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.3
Acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home) a515-52-555f Thin and L...,"Rs 56,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,"Rs 64,200",Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Apple MacBook Pro Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MUHP2HN/A,"Rs 1,54,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.6
Apple MacBook Pro Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MUHP2HN/A,"Rs 1,29,985",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.7
Lenovo Ideapad 330 Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 81delenovo ideapad 330-15ikb u La...,"Rs 32,990",Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.2
Lenovo Legion Y740 Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX ...,"Rs 1,34,172",Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,4.1
HP 15 Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15-da0414tu Thin and Light Laptop,"Rs 35,990",Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
Apple MacBook Pro Core i7 9th Gen - (16 GB/512 GB SSD/Mac OS Catalina/4 GB Graphics) MVVL2HN/A,"Rs 1,99,900",Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,40.64 cm (16 inch) Display,4.4
MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 165...,"Rs 82,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.1
Lenovo Legion Y530 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,"Rs 55,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.3
Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 15-3593 Laptop,"Rs 56,459",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4
Microsoft Surface Go Pentium Gold - (8 GB/128 GB SSD/Windows 10 Home in S Mode) 1824 2 in 1 Laptop,"Rs 49,999",Intel Pentium Gold Processor,8 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,25.4 cm (10 inch) Touchscreen Display,4.3
Asus Vivobook 15 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) X512FA-EJ547TX512F Thin and Light...,"Rs 34,780",Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,4.4
Lenovo ideapad S145 Core i5 8th Gen - (8 GB/1 TB HDD/DOS) S145-15IWL Laptop,"Rs 38,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.6
HP DA Core i5 8th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15-DA1058TU Laptop,"Rs 43,290",Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.3
Nexstgo Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) NX201 Laptop,"Rs 73,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,4.1
Nexstgo Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) NX201 Laptop,"Rs 82,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,4.1
Apple Macbook Pro Core i7 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MR942HN/A,"Rs 2,39,990",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Mac OS Operating System,512 GB SSD,39.12 cm (15.4 inch) Display,4
Nexstgo Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro) NX101 Thin and Light Laptop,"Rs 1,02,990",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
Microsoft Surface Laptop 2 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 1769 2 in 1 Laptop,"Rs 1,16,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,34.29 cm (13.5 inch) Touchscreen Display,4.1
Nexstgo Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) NX201 Laptop,"Rs 86,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.1
Nexstgo Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro) NX201 Laptop,"Rs 99,990",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,5
Asus Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) X509JA-EJ592T Laptop,"Rs 48,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.4
Nexstgo Core i5 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro) NX101 Thin and Light Laptop,"Rs 97,990",Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
HP Pavilion 14-ce Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce302...,"Rs 64,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,4.6
Avita Pura Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-SHGYB Thin and...,"Rs 32,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.1
Nexstgo Core i5 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro) NX201 Laptop,"Rs 92,990",Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.1
Lenovo Y50-70 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 4GB Graph) (59-431090),"Rs 79,990",Intel Core i7 Processor (4th Gen),8 GB DDR3 RAM,64 bit Windows 8.1 Operating System,1 TB HDD|8 GB SSD,39.62 cm (15.6 inch) Display,4.6
HP AU Core i7 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) au117tx Laptop,"Rs 85,181",Intel Core i7 Processor (7th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,3.9
Apple MacBook Core i5 7th Gen - (8 GB/512 GB SSD/Mac OS Sierra) MNYJ2HN/A,"Rs 1,28,700",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,30.48 cm (12 inch) Display,4.1
Lenovo Ideapad 530s Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 530S-14IKB Thin ...,"Rs 75,251",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,4.2
Apple MacBook Core i5 7th Gen - (8 GB/512 GB SSD/Mac OS Sierra) MNYG2HN/A,"Rs 1,28,700",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,30.48 cm (12 inch) Display,4.1
Avita Liber Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A1IN011P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.3
iLife Zed Series Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) Zed Air Ultra Laptop,"Rs 13,999",Intel Celeron Dual Core Processor,2 GB DDR3 RAM,64 bit Windows 10 Operating System,29.46 cm (11.6 inch) Display,1 Year Limited Warranty,4.1
Apple MacBook Core i5 7th Gen - (8 GB/512 GB SSD/Mac OS Sierra) MNYN2HN/A,"Rs 1,28,700",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,30.48 cm (12 inch) Display,4.1
Apple MacBook Core i5 7th Gen - (8 GB/512 GB SSD/Mac OS Sierra) MNYL2HN/A,"Rs 1,28,700",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,30.48 cm (12 inch) Display,4.1
Apple MacBook Core m3 7th Gen - (8 GB/256 GB SSD/Mac OS Sierra) MNYK2HN/A,"Rs 1,04,800",Intel Core m3 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,256 GB SSD,30.48 cm (12 inch) Display,4.1
Lenovo Ideapad 330s Core i3 8th Gen - (4 GB + 16 GB Optane/1 TB HDD/Windows 10 Home) 330S-14IKB Laptop,"Rs 39,290",Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.4
HP 15 APU Dual Core A6 - (4 GB/1 TB HDD/DOS) 15q-BY004AU Laptop,"Rs 25,397",AMD APU Dual Core A6 Processor,4 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop,"Rs 1,81,490",Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,4.1
Lenovo Thinkpad E14 Core i7 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) E14 Thin and Light L...,"Rs 79,703",Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,35.56 cm (14 inch) Display,4.1
Apple MacBook Core m3 7th Gen - (8 GB/256 GB SSD/Mac OS Sierra) MNYF2HN/A,"Rs 1,04,800",Intel Core m3 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,256 GB SSD,30.48 cm (12 inch) Display,4.1
Lenovo Legion Y530 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"Rs 1,04,290",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,4.1
HP Envy 13 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ah0044tu Thin and Light Laptop,"Rs 78,378",Intel Core i7 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.4
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN287P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
iLife Zed Series Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) Zed Note Prime 2 in 1 L...,"Rs 14,999",Intel Celeron Dual Core Processor,2 GB DDR3 RAM,64 bit Windows 10 Operating System,29.46 cm (11.6 inch) Touchscreen Display,1 Year Limited Warranty,4.1
Apple MacBook Pro Core i7 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MR972HN/A,"Rs 2,31,900",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,39.12 cm (15.4 inch) Display,4.1
Apple MacBook Pro Core i7 7th Gen - (16 GB/256 GB SSD/Mac OS Sierra/2 GB Graphics) MPTU2HN/A,"Rs 1,95,800",Intel Core i7 Processor (7th Gen),16 GB DDR3 RAM,64 bit Mac OS Operating System,256 GB SSD,39.12 cm (15.4 inch) Display,4.1
Apple MacBook Core i5 7th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MRQP2HN/A,"Rs 1,09,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,30.48 cm (12 inch) Display,5
Apple MacBook Pro Core i7 7th Gen - (16 GB/512 GB SSD/Mac OS Sierra/2 GB Graphics) MPTV2HN/A,"Rs 2,28,100",Intel Core i7 Processor (7th Gen),16 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,39.12 cm (15.4 inch) Display,4.1
Apple Core i5 - (8 GB/512 GB SSD/OS X Mavericks) MGX92HN/A,"Rs 1,19,775",Intel Core i5 Processor,8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.45 cm (13.17 inch) Display,4.1
Apple MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MR9R2HN/A,"Rs 1,49,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,4.8
Apple MacBook Pro Core i7 8th Gen - (16 GB/256 GB SSD/Mac OS Mojave/4 GB Graphics) MV922HN,"Rs 1,89,990",Intel Core i7 Processor (8th Gen),16 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,39.12 cm (15.4 inch) Display,4.9
Asus Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thin and Light ...,"Rs 1,27,990",Intel Core i7 Processor (10th Gen),16 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,4.1
Apple MacBook Core m3 7th Gen - (8 GB/256 GB SSD/Mac OS Sierra) MNYM2HN/A,"Rs 1,04,800",Intel Core m3 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,256 GB SSD,30.48 cm (12 inch) Display,4.1
Apple MacBook Pro Core i7 8th Gen - (16 GB/256 GB SSD/Mac OS Mojave/4 GB Graphics) MR962HN/A,"Rs 1,99,900",Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,39.12 cm (15.4 inch) Display,4
Dell Vostro 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 3480 Laptop,"Rs 51,130",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4.1
Asus Vivobook 15 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X512FL-EJ701T Thin ...,"Rs 63,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,4.4
Lenovo Yoga 530 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 530-14IKB 2 in 1 Lap...,"Rs 86,990",Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,4.2
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN197P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
Lenovo Ideapad 320 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 320-14ISK Laptop,"Rs 26,990",Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,4
HP 15 APU Dual Core A9 - (4 GB/500 GB HDD/Windows 10 Home) 15-BW523AU Laptop,"Rs 22,790",AMD APU Dual Core A9 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,500 GB HDD,39.62 cm (15.6 inch) Display,4
HP Envy 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 13-ah0043tx Thin and Ligh...,"Rs 75,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.8
Apple MacBook Pro Core i5 7th Gen - (8 GB/256 GB SSD/Mac OS Sierra) MPXT2HN/A,"Rs 1,15,990",Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.6
Apple MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MR9V2HN/A,"Rs 1,49,990",Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,4.8
Lenovo Legion Y530 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"Rs 82,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,4.1
Asus X Series Pentium Quad Core 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X541NA-GO125T Laptop,"Rs 22,990",Intel Pentium Quad Core Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4
Lenovo G50-45 Notebook (APU Quad Core A8/ 8GB/ 1TB/ Free DOS/ 2GB Graph) (80E300RGIN),"Rs 32,500",AMD APU Quad Core A8 Processor (6th Gen),8 GB DDR3 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.2
Acer Aspire F15 Core i5 7th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) F5-573 / F5-573G Lapto...,"Rs 63,999",Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,4.3
Apple ME864HN/A MacBook Pro (4th Gen Ci5/ 4GB/ 128GB Flash/ Mac OS X Mavericks),"Rs 89,990",Intel Core i5 Processor,4 GB DDR3 RAM,Mac OS Operating System,128 GB HDD|128 GB SSD,34.32 cm (13.51 inch) Display,4.2
HP 15 APU Dual Core E2 - (4 GB/1 TB HDD/Windows 10 Home) 15-bw548AU Laptop,"Rs 24,955",AMD APU Dual Core E2 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.1
HP Pavilion Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) 15-cs3006tx Laptop,"Rs 65,490",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,4.4
Apple MacBook Pro Core i5 - (8 GB/256 GB SSD/Mac OS Mojave) MPXU2HN/A,"Rs 1,29,990",Intel Core i5 Processor,8 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,4.6
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN200P Thin and Light Laptop,"Rs 41,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,4.4
Lenovo Ideapad 130 APU Dual Core E2 - (4 GB/1 TB HDD/Windows 10 Home) 130-15AST Laptop,"Rs 20,390",AMD APU Dual Core E2 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3.8
Acer Swift 5 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,"Rs 79,990",Intel Core i7 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,4.5
Microsoft Surface Pro Core m3 7th Gen - (4 GB/128 GB SSD/Windows 10 Pro) M1796 2 in 1 Laptop,"Rs 49,990",Intel Core m3 Processor (7th Gen),4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,31.24 cm (12.3 inch) Touchscreen Display,4.3
HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15q-bu039TU Laptop,"Rs 35,616",Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,4.2
Asus Vivobook S14 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) S410UA-EB113T Thin and ...,"Rs 51,990",Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,35.56 cm (14 inch) Display,4.3
