,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_salaries
782,Coforge,Senior Data Scientist,4,15.0L,15.0L,15.2L,18
783,Lowe's,Senior Data Scientist,4,25.0L,16.0L,33.0L,17
784,Blue Yonder,Senior Data Scientist,2,31.6L,18.0L,50.0L,17
785,Bosch Global Software Technologies,Senior Data Scientist,2,24.1L,16.1L,30.0L,16
786,Nielsen,Senior Data Scientist,2,9.9L,7.9L,13.7L,16
787,Oracle,Senior Data Scientist,3,25.2L,20.0L,37.0L,16
788,Happiest Minds Technologies,Senior Data Scientist,5,16.4L,9.0L,26.0L,15
789,DXC Technology,Senior Data Scientist,7,17.1L,11.0L,25.0L,15
790,PayPal,Senior Data Scientist,6,40.7L,30.0L,45.0L,15
791,Citibank,Senior Data Scientist,4,22.8L,16.0L,30.0L,15
792,Innominds Software,Senior Data Scientist,4,18.6L,13.5L,27.5L,14
793,Bajaj Finserv,Senior Data Scientist,1,17.6L,10.0L,27.8L,14
794,Honeywell Technology Solutions,Senior Data Scientist,2,18.4L,10.0L,35.0L,14
795,eClerx,Senior Data Scientist,2,15.3L,11.0L,21.6L,14
796,VMware Software,Senior Data Scientist,2,23.1L,16.0L,36.5L,14
797,PwC,Senior Data Scientist,4,21.2L,13.0L,30.0L,14
798,EXL Service,Senior Data Scientist,3,19.5L,14.5L,30.0L,13
799,Mercedes-Benz Research & Development India,Senior Data Scientist,3,18.0L,10.0L,35.0L,13
800,Mindtree,Senior Data Scientist,5,17.8L,9.0L,28.1L,13
801,Wells Fargo India,Senior Data Scientist,5,23.1L,14.0L,30.0L,13
802,Genpact,Senior Data Scientist,4,24.2L,10.0L,35.0L,12
803,Course5,Senior Data Scientist,3,11.7L,9.0L,17.0L,12
804,JP Morgan Chase,Senior Data Scientist,5,27.7L,14.0L,51.0L,12
805,MasterCard,Senior Data Scientist,2,25.5L,18.2L,36.0L,12
806,GE Healthcare,Senior Data Scientist,3,28.0L,24.0L,33.0L,11
807,IHS Markit,Senior Data Scientist,5,22.5L,16.0L,29.0L,11
808,NIIT Technologies,Senior Data Scientist,2,15.3L,15.0L,16.0L,11
809,Gramener,Senior Data Scientist,2,14.4L,10.0L,20.8L,11
810,Ford Motor,Senior Data Scientist,4,17.6L,16.4L,19.5L,11
811,TheMathCompany,Senior Data Scientist,4,14.8L,12.0L,18.0L,11
812,Legato Health Technologies,Senior Data Scientist,4,21.2L,15.6L,26.0L,11
813,Dell,Senior Data Scientist,3,23.2L,15.0L,32.0L,11
814,Great Learning,Senior Data Scientist,3,12.3L,11.0L,14.0L,11
815,Morningstar,Senior Data Scientist,4,19.7L,16.2L,24.6L,10
816,Hewlett-Packard Enterprise,Senior Data Scientist,3,20.7L,17.0L,30.0L,10
817,Tredence,Senior Data Scientist,3,18.4L,12.4L,26.0L,10
818,UST,Senior Data Scientist,3,12.1L,10.3L,16.0L,10
819,ValueLabs,Senior Data Scientist,3,21.1L,10.3L,26.5L,10
820,Novartis Healthcare,Senior Data Scientist,5,30.5L,16.0L,51.0L,10
821,Vodafone Idea,Senior Data Scientist,4,22.7L,13.1L,32.7L,10
822,Nagarro,Senior Data Scientist,2,18.0L,14.3L,25.0L,10
823,HERE Technologies,Senior Data Scientist,6,27.1L,22.5L,30.0L,9
824,Globant,Senior Data Scientist,2,17.8L,13.0L,26.0L,9
825,Baker Hughes,Senior Data Scientist,3,27.4L,23.0L,32.0L,9
826,Tiger Analytics,Senior Data Scientist,5,22.2L,18.0L,27.5L,9
827,Epsilon,Senior Data Scientist,4,23.2L,19.0L,26.0L,8
828,AntWorks,Senior Data Scientist,3,20.6L,14.0L,30.0L,8
829,Altimetrik,Senior Data Scientist,4,18.3L,12.0L,26.0L,8
830,Info Edge,Senior Data Scientist,1,30.9L,21.0L,37.0L,8
831,Sigmoid Analytics,Senior Data Scientist,2,22.5L,15.0L,30.0L,8
832,Eli Lilly and Company,Senior Data Scientist,4,26.8L,22.5L,32.0L,8
833,Lam Research,Senior Data Scientist,3,16.5L,13.9L,20.0L,8
834,GE Aviation,Senior Data Scientist,5,22.1L,14.5L,29.0L,8
835,Iris Software,Senior Data Scientist,6,23.0L,17.0L,27.0L,8
836,Claim Genius,Senior Data Scientist,3,21.4L,18.4L,27.0L,8
837,ZS,Senior Data Scientist,1,18.0L,14.5L,24.0L,8
838,Mphasis,Senior Data Scientist,2,13.3L,11.0L,15.4L,8
839,NielsenIQ,Senior Data Scientist,3,8.7L,8.0L,9.4L,8
840,Mu Sigma,Senior Data Scientist,3,14.5L,12.3L,15.0L,7
841,BNY Mellon,Senior Data Scientist,1,16.9L,5.2L,25.0L,7
842,Yash Technologies,Senior Data Scientist,5,18.4L,12.1L,23.5L,7
843,Franklin Templeton Investments,Senior Data Scientist,7,27.3L,22.0L,32.0L,7
844,Philips,Senior Data Scientist,5,22.6L,19.0L,25.9L,7
845,DBS Bank,Senior Data Scientist,4,20.6L,16.5L,25.0L,7
846,International School of Engineering,Senior Data Scientist,9,20.2L,15.0L,25.0L,7
847,Johnson Controls,Senior Data Scientist,4,25.1L,18.5L,32.0L,7
848,Bajaj Finance,Senior Data Scientist,1,20.0L,16.0L,30.0L,7
849,Ganit Business Solutions,Senior Data Scientist,5,18.9L,15.5L,21.5L,7
850,Xoriant,Senior Data Scientist,6,18.6L,15.0L,23.5L,7
851,o9 Solutions,Senior Data Scientist,4,21.5L,13.5L,28.0L,7
852,Verizon,Senior Data Scientist,7,26.7L,11.0L,37.0L,6
853,Shell,Senior Data Scientist,6,29.8L,22.0L,35.5L,6
854,Zensar Technologies,Senior Data Scientist,4,18.2L,14.0L,22.0L,6
855,McKinsey & Company,Senior Data Scientist,6,18.2L,1.0L,31.0L,6
856,Apexon,Senior Data Scientist,4,10.3L,9.0L,11.1L,6
857,GE,Senior Data Scientist,4,23.1L,16.0L,30.0L,6
858,Johnson & Johnson,Senior Data Scientist,5,24.1L,17.0L,35.0L,6
859,Cerner,Senior Data Scientist,6,28.9L,23.7L,35.8L,6
860,Algonomy,Senior Data Scientist,2,28.3L,23.0L,32.0L,6
861,Ecolab Food Safety & Hygiene Solutions,Senior Data Scientist,4,13.9L,11.5L,18.0L,6
862,L&T Technology Services,Senior Data Scientist,4,15.2L,9.0L,24.0L,6
863,American Express,Senior Data Scientist,3,23.3L,22.0L,25.1L,6
864,Yum!,Senior Data Scientist,2,15.3L,11.0L,17.8L,6
865,Indium Software,Senior Data Scientist,2,14.5L,8.8L,20.0L,6
866,Cummins,Senior Data Scientist,3,23.2L,17.8L,29.9L,6
867,Eversana,Senior Data Scientist,4,14.3L,12.0L,17.8L,6
868,Paytm,Senior Data Scientist,3,31.6L,27.0L,40.0L,6
869,Citicorp,Senior Data Scientist,6,28.3L,21.0L,35.0L,6
870,Quantium Analytics,Senior Data Scientist,5,25.0L,24.0L,27.0L,6
871,MKS Vision,Senior Data Scientist,7,18.1L,15.0L,22.0L,6
872,Oyo Rooms,Senior Data Scientist,3,31.0L,20.0L,42.0L,5
873,Yodlee,Senior Data Scientist,2,32.1L,27.0L,36.0L,5
874,CitiusTech,Senior Data Scientist,7,17.8L,15.0L,19.5L,5
875,SAP,Senior Data Scientist,7,36.6L,17.2L,51.0L,5
876,Teleperformance,Senior Data Scientist,3,16.2L,10.0L,20.0L,5
877,V2 Solutions,Senior Data Scientist,2,8.5L,8.5L,8.6L,5
878,Dun & Bradstreet,Senior Data Scientist,2,11.9L,9.5L,13.5L,5
879,Nvidia,Senior Data Scientist,2,21.3L,10.0L,28.0L,5
880,AlgoAnalytics Financial Consultancy,Senior Data Scientist,3,18.9L,16.5L,20.7L,5
881,Reliance Industries,Senior Data Scientist,5,10.0L,9.0L,11.0L,5
882,Scienaptic Systems,Senior Data Scientist,6,19.7L,15.0L,23.5L,5
883,Freelance Consultants,Senior Data Scientist,7,31.7L,18.6L,42.0L,5
884,Decision Point,Senior Data Scientist,3,22.4L,19.0L,25.0L,5
885,IDFC FIRST Bank,Senior Data Scientist,4,20.8L,14.0L,26.0L,5
886,Thomson Reuters,Senior Data Scientist,4,18.4L,10.0L,27.5L,5
887,Synechron,Senior Data Scientist,3,12.0L,9.5L,16.0L,5
888,Akamai Technologies,Senior Data Scientist,4,27.3L,22.5L,34.0L,5
889,Quest Global,Senior Data Scientist,4,22.8L,14.0L,41.0L,5
890,GEP Worldwide,Senior Data Scientist,6,24.4L,22.0L,32.0L,5
891,Hinduja Global Solutions,Senior Data Scientist,3,15.6L,4.0L,24.7L,5
892,ACL Digital,Senior Data Scientist,3,18.8L,10.7L,25.0L,5
893,Innova Solutions,Senior Data Scientist,4,39.7L,6.0L,97.0L,5
894,Automatic Data Processing,Senior Data Scientist,9,34.4L,27.0L,39.4L,5
895,Brillio,Senior Data Scientist,4,21.2L,12.0L,34.0L,5
896,Boeing,Senior Data Scientist,8,27.6L,25.2L,30.0L,5
897,Flipkart,Senior Data Scientist,5,82.0L,55.0L,100.0L,5
898,ITC Infotech India,Senior Data Scientist,3,14.9L,12.0L,18.5L,5
899,Decision Minds,Senior Data Scientist,5,19.0L,13.0L,22.4L,5
900,Neal Analytics,Senior Data Scientist,4,23.6L,21.0L,29.0L,5
901,HALODOC,Senior Data Scientist,2,27.4L,18.0L,38.0L,5
902,Samsung Research,Senior Data Scientist,2,31.7L,20.5L,40.0L,5
903,Neewee Analytics,Senior Data Scientist,3,14.9L,12.1L,21.5L,5
904,Subex,Senior Data Scientist,4,25.2L,11.8L,37.0L,5
905,BCG,Senior Data Scientist,3,20.2L,19.8L,21.5L,5
906,Hitachi Vantara,Senior Data Scientist,7,24.6L,18.7L,35.0L,5
907,ZF Group,Senior Data Scientist,2,16.8L,14.5L,20.3L,5
908,DUNNHUMBY IT SERVICES INDIA,Senior Data Scientist,2,12.3L,11.0L,15.0L,5
909,Decimal Point Analytics,Senior Data Scientist,2,20.2L,12.2L,24.0L,5
910,Koch Business Solutions,Senior Data Scientist,4,39.6L,23.0L,51.0L,5
911,Noodle.Ai,Senior Data Scientist,2,21.7L,18.0L,26.0L,5
912,Publicis,Senior Data Scientist,5,18.0L,15.0L,28.0L,5
913,Ecolab Digital Center,Senior Data Scientist,4,22.7L,19.3L,26.1L,5
914,PepsiCo,Senior Data Scientist,8,29.5L,19.0L,39.5L,5
915,TEKsystems,Senior Data Scientist,3,18.2L,9.0L,23.0L,5
916,Chubb Group,Senior Data Scientist,4,16.6L,13.5L,21.0L,5
917,Amnet Digital,Senior Data Scientist,2,11.8L,1.0L,18.0L,5
918,Blend360,Senior Data Scientist,5,30.4L,26.3L,35.0L,5
919,Kyndryl,Senior Data Scientist,3,44.4L,11.6L,93.0L,5
920,HSBC,Senior Data Scientist,0,24.6L,22.0L,28.0L,5
921,Chegg,Senior Data Scientist,3,32.2L,29.9L,35.0L,5
922,First Source,Senior Data Scientist,10,29.0L,28.0L,30.0L,4
923,Caterpillar Inc,Senior Data Scientist,9,22.8L,20.3L,24.0L,4
924,Pitney Bowes,Senior Data Scientist,3,17.5L,14.1L,22.0L,4
925,MSCI,Senior Data Scientist,6,38.4L,35.4L,42.0L,4
926,Accolite Digital,Senior Data Scientist,2,12.8L,11.0L,14.0L,4
927,Adobe,Senior Data Scientist,8,40.0L,30.0L,50.0L,4
928,Omega Healthcare,Senior Data Scientist,7,14.1L,10.8L,15.8L,4
929,Western Union,Senior Data Scientist,4,22.2L,20.0L,25.0L,4
930,HDFC Bank,Senior Data Scientist,6,25.1L,15.2L,33.0L,4
931,Tata Motors,Senior Data Scientist,4,11.5L,5.8L,14.0L,4
932,EdgeVerve Systems,Senior Data Scientist,5,20.4L,12.0L,27.5L,4
933,Aditya Birla Group,Senior Data Scientist,7,28.0L,26.0L,30.0L,4
934,Commonwealth Bank of Australia,Senior Data Scientist,4,31.8L,27.0L,35.0L,4
935,Swiss Re,Senior Data Scientist,5,26.9L,11.9L,34.5L,4
936,TCS,Senior Business Analyst,3,7.7L,3.5L,14.0L,1100
937,Accenture,Senior Business Analyst,3,10.3L,5.5L,15.4L,1100
938,Evalueserve,Senior Business Analyst,2,9.8L,7.1L,13.8L,1000
939,Cognizant,Senior Business Analyst,2,13.9L,9.0L,18.7L,616
940,HCL Technologies,Senior Business Analyst,4,11.9L,6.4L,18.5L,384
941,Tech Mahindra,Senior Business Analyst,4,9.9L,5.5L,16.5L,382
942,EXL Service,Senior Business Analyst,2,8.8L,6.2L,12.0L,308
943,Wipro,Senior Business Analyst,4,12.8L,6.1L,22.0L,280
944,Fidelity National Information Services,Senior Business Analyst,4,15.0L,6.5L,22.0L,267
945,Cgi Group,Senior Business Analyst,5,10.7L,7.2L,15.0L,225
946,L&T Infotech,Senior Business Analyst,3,11.7L,7.0L,17.3L,223
947,HSBC,Senior Business Analyst,6,17.1L,9.2L,24.0L,219
948,Capgemini,Senior Business Analyst,2,11.6L,4.5L,20.0L,213
949,Newgen Software Technologies,Senior Business Analyst,3,11.1L,9.0L,14.4L,170
950,IBM,Senior Business Analyst,3,12.4L,5.1L,22.0L,158
951,Quantiphi Analytics Solutions,Senior Business Analyst,2,15.0L,11.3L,19.0L,152
952,Tredence,Senior Business Analyst,2,11.2L,9.0L,14.0L,150
953,Conduent,Senior Business Analyst,4,8.8L,6.0L,13.0L,146
954,Temenos,Senior Business Analyst,5,13.2L,9.5L,17.1L,145
955,Amadeus,Senior Business Analyst,4,14.8L,12.0L,18.5L,128
956,Infosys,Senior Business Analyst,4,12.9L,7.0L,21.0L,128
957,American Express,Senior Business Analyst,2,9.2L,5.0L,18.5L,118
958,Deloitte,Senior Business Analyst,3,11.5L,6.8L,20.0L,118
959,DXC Technology,Senior Business Analyst,5,12.0L,7.0L,19.0L,117
960,Ernst & Young,Senior Business Analyst,3,14.1L,6.3L,22.7L,110
961,Exl India,Senior Business Analyst,1,9.0L,6.8L,12.0L,109
962,bnp paribas india solutions,Senior Business Analyst,6,14.6L,8.6L,21.0L,94
963,VMware Software,Senior Business Analyst,6,18.5L,11.7L,24.8L,92
964,Zensar Technologies,Senior Business Analyst,5,12.1L,7.5L,19.5L,91
965,Ramco Systems,Senior Business Analyst,3,12.7L,8.7L,18.0L,90
966,Dell,Senior Business Analyst,2,11.6L,8.5L,15.5L,84
967,JP Morgan Chase,Senior Business Analyst,4,12.3L,5.1L,23.0L,84
968,UnitedHealth,Senior Business Analyst,3,12.5L,7.0L,19.2L,83
969,BNP Paribas,Senior Business Analyst,6,15.8L,9.5L,24.0L,82
970,NTT DATA,Senior Business Analyst,4,10.9L,6.1L,19.0L,80
971,Flipkart,Senior Business Analyst,3,20.4L,14.0L,27.5L,79
972,Oracle,Senior Business Analyst,4,10.2L,5.1L,22.0L,79
973,Merkle Sokrati,Senior Business Analyst,1,7.0L,6.2L,8.4L,76
974,Societe Generale,Senior Business Analyst,5,15.2L,7.1L,22.5L,74
975,NatWest Group,Senior Business Analyst,3,11.1L,4.3L,23.2L,71
976,Allianz Technology,Senior Business Analyst,5,11.9L,8.0L,16.0L,69
977,Hexaware Technologies,Senior Business Analyst,4,9.7L,4.0L,19.0L,68
978,Amazon,Senior Business Analyst,3,20.1L,4.5L,30.0L,67
979,EPAM Systems,Senior Business Analyst,7,21.9L,17.0L,25.5L,64
980,Deutsche Bank,Senior Business Analyst,4,7.2L,5.0L,12.5L,64
981,BNY Mellon,Senior Business Analyst,4,8.7L,5.1L,15.0L,63
982,Legato Health Technologies,Senior Business Analyst,5,14.6L,9.4L,20.0L,63
983,Iris Software,Senior Business Analyst,7,20.5L,15.5L,27.0L,63
984,NetCracker,Senior Business Analyst,10,28.0L,21.0L,36.0L,62
985,Globant,Senior Business Analyst,5,16.7L,12.7L,20.8L,62
986,Genpact,Senior Business Analyst,3,8.0L,4.1L,16.4L,62
987,Broadridge Financial Solutions,Senior Business Analyst,3,10.8L,7.2L,16.0L,62
988,Credit Suisse,Senior Business Analyst,4,16.3L,10.0L,23.4L,62
989,Tiger Analytics,Senior Business Analyst,2,13.8L,11.5L,15.0L,61
990,Novartis Healthcare,Senior Business Analyst,3,13.0L,9.5L,18.0L,58
991,Standard Chartered Bank,Senior Business Analyst,3,15.0L,4.1L,30.0L,56
992,Wells Fargo India,Senior Business Analyst,5,15.5L,8.5L,23.6L,55
993,Shell,Senior Business Analyst,7,25.6L,15.5L,35.2L,53
994,Synechron,Senior Business Analyst,6,17.6L,9.8L,25.0L,53
995,GEP Worldwide,Senior Business Analyst,2,10.3L,6.8L,12.3L,52
996,3i Infotech,Senior Business Analyst,4,10.8L,6.9L,16.1L,51
997,ValueMomentum,Senior Business Analyst,4,12.0L,8.5L,18.5L,50
998,Mphasis,Senior Business Analyst,3,12.6L,4.2L,20.0L,50
999,Capita,Senior Business Analyst,5,12.6L,7.0L,17.0L,49
1000,UST,Senior Business Analyst,5,13.4L,9.0L,20.0L,49
1001,Citicorp,Senior Business Analyst,3,15.7L,6.0L,25.0L,49
1002,Optum,Senior Business Analyst,4,13.3L,5.5L,19.8L,47
1003,Barclays,Senior Business Analyst,3,14.2L,7.1L,22.7L,47
1004,IQVIA,Senior Business Analyst,5,17.7L,11.3L,26.5L,47
1005,Epsilon,Senior Business Analyst,5,14.5L,10.0L,18.2L,46
1006,Etech Global Services,Senior Business Analyst,3,9.2L,7.0L,12.1L,46
1007,Sapiens,Senior Business Analyst,5,18.0L,13.8L,22.7L,44
1008,Concentrix Corporation,Senior Business Analyst,2,3.7L,2.7L,6.2L,43
1009,IBS Software Services,Senior Business Analyst,2,6.2L,4.3L,8.3L,42
1010,Hewlett-Packard Enterprise,Senior Business Analyst,3,7.9L,3.6L,16.0L,42
1011,WNS,Senior Business Analyst,2,6.5L,3.0L,13.6L,42
1012,eClerx,Senior Business Analyst,2,4.2L,3.2L,6.0L,42
1013,Citibank,Senior Business Analyst,3,19.5L,8.2L,25.5L,42
1014,Odessa,Senior Business Analyst,3,16.2L,12.3L,24.0L,41
1015,Fidelity International,Senior Business Analyst,5,15.9L,13.5L,19.0L,40
1016,Ameriprise Financial,Senior Business Analyst,4,9.6L,6.2L,16.3L,40
1017,Tsys Card Tech Services,Senior Business Analyst,6,15.7L,12.5L,18.9L,40
1018,Merilytics,Senior Business Analyst,0,7.8L,6.5L,9.5L,40
1019,Barclays Global Service Centre,Senior Business Analyst,3,12.5L,5.0L,22.9L,40
1020,Unisys,Senior Business Analyst,5,12.7L,8.0L,17.3L,39
1021,Photon Interactive,Senior Business Analyst,4,9.9L,6.3L,15.0L,38
1022,Tata Technologies,Senior Business Analyst,4,8.7L,6.2L,14.0L,37
1023,Virtusa Consulting Services,Senior Business Analyst,5,15.8L,11.0L,22.5L,36
1024,Xceedance,Senior Business Analyst,5,13.4L,9.5L,18.6L,36
1025,Uber,Senior Business Analyst,2,13.4L,10.0L,19.0L,36
1026,CitiusTech,Senior Business Analyst,4,14.4L,9.5L,18.0L,35
1027,MetLife,Senior Business Analyst,0,6.0L,4.0L,9.3L,35
1028,eMids Technologies,Senior Business Analyst,5,15.3L,10.0L,21.0L,35
1029,Standard Chartered Global Business Services,Senior Business Analyst,7,18.4L,11.0L,29.9L,35
1030,D Cube Analytics,Senior Business Analyst,2,11.7L,9.2L,14.0L,35
1031,Novo Nordisk,Senior Business Analyst,6,15.7L,10.3L,21.0L,34
1032,Affine Analytics,Senior Business Analyst,1,10.0L,8.0L,13.6L,34
1033,Altisource,Senior Business Analyst,4,8.5L,5.2L,15.0L,33
1034,Mu Sigma,Senior Business Analyst,1,8.6L,6.3L,13.0L,32
1035,Meesho,Senior Business Analyst,2,19.3L,16.0L,23.0L,32
1036,Gartner,Senior Business Analyst,2,18.7L,12.5L,24.0L,32
1037,LearningMate Solutions,Senior Business Analyst,3,10.5L,6.4L,14.0L,31
1038,R1 RCM,Senior Business Analyst,2,4.3L,3.5L,5.9L,31
1039,Sopra Steria,Senior Business Analyst,3,14.6L,10.0L,18.5L,31
1040,Fiserv,Senior Business Analyst,8,18.0L,11.0L,29.8L,31
1041,Harman Connected Services,Senior Business Analyst,3,12.3L,6.6L,20.0L,31
1042,Principal Global Services,Senior Business Analyst,4,13.3L,5.8L,17.5L,31
1043,Danske IT,Senior Business Analyst,7,18.7L,14.3L,24.1L,31
1044,Amdocs,Senior Business Analyst,6,17.6L,11.1L,24.9L,31
1045,Allscripts,Senior Business Analyst,5,13.9L,11.0L,17.7L,30
1046,Collabera Technologies,Senior Business Analyst,4,11.7L,8.0L,20.0L,30
1047,Swiggy,Senior Business Analyst,2,18.4L,13.8L,22.0L,30
1048,Birlasoft,Senior Business Analyst,3,9.8L,6.0L,19.0L,29
1049,ValueLabs,Senior Business Analyst,6,14.9L,10.0L,20.0L,29
1050,Orange Business Services,Senior Business Analyst,5,12.8L,7.0L,20.0L,28
1051,Maersk,Senior Business Analyst,6,10.9L,5.0L,23.0L,28
1052,Gartner India Research and Advisory Services,Senior Business Analyst,3,20.4L,13.8L,26.0L,28
1053,First Source,Senior Business Analyst,2,5.1L,3.4L,6.6L,27
1054,Barclays Shared Services,Senior Business Analyst,2,7.1L,4.0L,14.0L,27
1055,ICICI Bank,Senior Business Analyst,5,12.3L,5.3L,21.0L,27
1056,CES,Senior Business Analyst,5,7.4L,5.2L,9.5L,27
1057,Mercer,Senior Business Analyst,2,5.5L,2.8L,17.0L,27
1058,NatWest Markets,Senior Business Analyst,5,13.4L,5.0L,22.0L,27
1059,Xoriant,Senior Business Analyst,6,17.5L,11.5L,21.7L,27
1060,PwC,Senior Business Analyst,4,12.6L,6.0L,22.0L,27
1061,Statestreet HCL Services,Senior Business Analyst,1,3.0L,2.4L,3.6L,27
1062,First American Corporation,Senior Business Analyst,5,13.4L,5.9L,18.5L,26
1063,MindGate Solutions,Senior Business Analyst,5,12.5L,8.0L,18.0L,26
1064,Mindtree,Senior Business Analyst,4,16.9L,12.0L,22.0L,25
1065,TEKsystems,Senior Business Analyst,5,15.6L,11.7L,20.5L,25
1066,Decision Point,Senior Business Analyst,1,11.8L,10.0L,16.0L,24
1067,Thomson Reuters,Senior Business Analyst,4,11.7L,5.0L,19.5L,24
1068,Eurofins It Solutions,Senior Business Analyst,7,22.0L,16.0L,24.8L,24
1069,Capco Technologies,Senior Business Analyst,7,18.2L,15.0L,20.2L,24
1070,Hsbc Technology,Senior Business Analyst,6,18.7L,13.0L,25.0L,24
1071,S&P Global,Senior Business Analyst,5,13.7L,9.0L,20.0L,24
1072,General Mills,Senior Business Analyst,4,13.4L,11.0L,16.0L,23
1073,Intellect Design Arena,Senior Business Analyst,6,17.2L,11.7L,22.5L,23
1074,Dell EMC,Senior Business Analyst,3,10.5L,8.5L,13.0L,23
1075,Ebix Software India,Senior Business Analyst,4,9.8L,6.5L,13.5L,23
1076,Northern Trust Operating Services,Senior Business Analyst,3,6.2L,4.9L,9.5L,23
1077,IVY Comptech,Senior Business Analyst,7,20.7L,16.2L,25.0L,23
1078,Atos Syntel,Senior Business Analyst,6,13.8L,7.0L,22.8L,23
1079,Provana,Senior Business Analyst,1,7.9L,5.5L,11.5L,23
1080,Coforge,Senior Business Analyst,6,17.1L,11.2L,23.0L,23
1081,HDFC Bank,Senior Business Analyst,4,13.2L,7.1L,20.0L,22
1082,Commonwealth Bank of Australia,Senior Business Analyst,5,28.3L,21.0L,38.0L,22
1083,Volante Technologies,Senior Business Analyst,9,22.3L,15.0L,28.0L,22
1084,Hinduja Global Solutions,Senior Business Analyst,2,3.3L,2.4L,4.3L,22
1085,Tavant Technologies,Senior Business Analyst,3,10.0L,8.0L,14.0L,22
1086,Jocata Financial Advisory and Technology,Senior Business Analyst,6,14.3L,9.0L,23.0L,22
1087,Persistent Systems,Senior Business Analyst,7,22.5L,15.0L,30.5L,22
1088,Axis Bank,Senior Business Analyst,3,14.4L,9.3L,22.0L,22
1089,Sabre,Senior Business Analyst,6,20.1L,13.8L,28.0L,22
1090,MResult Services,Senior Business Analyst,4,8.2L,5.5L,12.0L,21
1091,Franklin Templeton Investments,Senior Business Analyst,5,12.1L,6.8L,17.1L,21
1092,Allsec Technologies,Senior Business Analyst,3,6.1L,5.2L,7.5L,21
1093,MSC Technology India,Senior Business Analyst,3,6.7L,4.9L,8.7L,21
1094,Sopra Banking Software,Senior Business Analyst,6,16.3L,10.2L,25.0L,21
1095,Colgate Global Business Services,Senior Business Analyst,7,15.2L,13.2L,17.5L,21
1096,Azentio,Senior Business Analyst,3,13.4L,9.5L,17.0L,21
1097,Mastek,Senior Business Analyst,7,13.6L,9.7L,17.5L,20
1098,Springer Nature,Senior Business Analyst,6,17.0L,13.0L,21.9L,20
1099,Honeywell Technology Solutions,Senior Business Analyst,5,15.9L,10.0L,23.8L,20
1100,Thryve Digital,Senior Business Analyst,5,10.0L,7.1L,14.0L,20
1101,UBS,Senior Business Analyst,7,22.9L,10.8L,33.0L,20
1102,Zomato,Senior Business Analyst,2,15.7L,10.0L,22.0L,20
1103,Cybage,Senior Business Analyst,8,18.0L,15.5L,23.0L,20
1104,Larsen & Toubro Limited,Senior Business Analyst,4,11.3L,8.5L,14.5L,20
1105,Royal Bank of Scotland International,Senior Business Analyst,3,5.7L,4.1L,10.5L,19
1106,Indegene,Senior Business Analyst,2,14.0L,10.2L,21.0L,19
1107,Accion Labs,Senior Business Analyst,7,17.5L,11.0L,25.2L,19
1108,Infor Global Solution,Senior Business Analyst,6,16.8L,13.5L,20.0L,19
1109,Cygnet Infotech,Senior Business Analyst,4,8.6L,5.5L,11.0L,19
1110,Oracle Financial Services Software,Senior Business Analyst,6,14.2L,8.4L,24.1L,19
1111,ThoughtWorks,Senior Business Analyst,5,20.2L,15.8L,25.0L,19
1112,Citigroup,Senior Business Analyst,3,15.6L,9.2L,21.1L,19
1113,Unacademy,Senior Business Analyst,0,13.0L,4.0L,25.0L,18
1114,State Street Corporation,Senior Business Analyst,2,10.7L,3.5L,22.0L,18
1115,HCL Infosystems,Senior Business Analyst,3,9.0L,3.4L,15.0L,18
1116,Ocwen Financial Solutions,Senior Business Analyst,4,9.9L,5.9L,13.3L,18
1117,Vedantu,Senior Business Analyst,2,16.9L,6.6L,21.0L,18
1118,Infinite Computer Solutions,Senior Business Analyst,4,9.3L,6.0L,13.0L,17
1119,Clover Infotech,Senior Business Analyst,3,9.1L,6.5L,12.5L,17
1120,BYJU'S,Senior Business Analyst,0,9.4L,6.0L,17.0L,17
1121,Majesco,Senior Business Analyst,5,13.6L,9.0L,18.0L,17
1122,R Systems International,Senior Business Analyst,6,14.8L,9.9L,20.0L,17
1123,Accenture,Senior Data Analyst,3,9.9L,6.5L,14.6L,213
1124,Capgemini,Senior Data Analyst,1,4.7L,3.8L,7.1L,129
1125,TCS,Senior Data Analyst,3,6.0L,2.9L,11.2L,118
1126,Unilog Content Solutions ( P),Senior Data Analyst,3,3.2L,2.8L,3.8L,110
1127,Cognizant,Senior Data Analyst,2,6.2L,3.0L,15.2L,109
1128,eClerx,Senior Data Analyst,1,4.3L,3.0L,7.2L,90
1129,Concentrix Corporation,Senior Data Analyst,2,4.6L,3.1L,7.5L,85
1130,Ernst & Young,Senior Data Analyst,3,9.5L,6.0L,15.3L,71
1131,Flipkart,Senior Data Analyst,3,11.8L,6.0L,17.6L,66
1132,Wipro,Senior Data Analyst,2,7.1L,3.0L,11.7L,54
1133,Tech Mahindra,Senior Data Analyst,2,7.1L,4.0L,13.0L,53
1134,HCL Technologies,Senior Data Analyst,2,6.2L,3.0L,10.0L,53
1135,Ugam Solution,Senior Data Analyst,2,6.5L,3.5L,10.5L,52
1136,Cerner,Senior Data Analyst,2,6.1L,3.0L,15.4L,52
1137,Optum,Senior Data Analyst,5,16.2L,11.0L,21.5L,51
1138,InnovAccer,Senior Data Analyst,2,15.2L,9.3L,22.0L,50
1139,GlobalLogic,Senior Data Analyst,2,3.5L,2.5L,5.0L,46
