id,country,state,city,station,pollutant_id,last_update,pollutant_min,pollutant_max,pollutant_avg
465,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",CO,"21-10-2021 01:00:00",39,84,47
466,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",OZONE,"21-10-2021 01:00:00",1,54,1
467,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",PM2.5,"21-10-2021 01:00:00",113,304,228
468,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",PM10,"21-10-2021 01:00:00",105,180,144
469,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",NO2,"21-10-2021 01:00:00",29,33,31
470,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",NH3,"21-10-2021 01:00:00",17,19,17
471,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",SO2,"21-10-2021 01:00:00",8,23,12
472,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",CO,"21-10-2021 01:00:00",14,68,27
473,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",OZONE,"21-10-2021 01:00:00",3,205,42
474,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",PM2.5,"21-10-2021 01:00:00",53,403,309
475,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",PM10,"21-10-2021 01:00:00",117,500,240
476,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",NO2,"21-10-2021 01:00:00",32,81,47
477,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",NH3,"21-10-2021 01:00:00",5,9,6
478,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",SO2,"21-10-2021 01:00:00",3,27,9
479,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",CO,"21-10-2021 01:00:00",33,148,51
480,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",OZONE,"21-10-2021 01:00:00",4,56,16
481,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",PM2.5,"21-10-2021 01:00:00",69,195,108
482,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",PM10,"21-10-2021 01:00:00",96,283,120
483,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",NO2,"21-10-2021 01:00:00",21,76,38
484,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",NH3,"21-10-2021 01:00:00",6,26,9
485,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",SO2,"21-10-2021 01:00:00",15,36,20
486,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",CO,"21-10-2021 01:00:00",14,102,22
487,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",OZONE,"21-10-2021 01:00:00",52,96,74
488,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",PM2.5,"21-10-2021 01:00:00",91,422,282
489,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",PM10,"21-10-2021 01:00:00",113,408,188
490,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",NO2,"21-10-2021 01:00:00",13,33,21
491,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",NH3,"21-10-2021 01:00:00",2,10,5
492,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",SO2,"21-10-2021 01:00:00",4,6,5
493,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",CO,"21-10-2021 01:00:00",23,68,35
494,India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB",OZONE,"21-10-2021 01:00:00",1,12,4
495,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM2.5,"21-10-2021 01:00:00",99,320,201
496,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM10,"21-10-2021 01:00:00",74,153,112
497,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",NO2,"21-10-2021 01:00:00",34,36,35
498,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",NH3,"21-10-2021 01:00:00",6,6,6
499,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",SO2,"21-10-2021 01:00:00",7,25,12
500,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",CO,"21-10-2021 01:00:00",2,73,18
501,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",OZONE,"21-10-2021 01:00:00",1,107,30
502,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",PM2.5,"21-10-2021 01:00:00",38,304,130
503,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",PM10,"21-10-2021 01:00:00",91,168,127
504,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",NO2,"21-10-2021 01:00:00",4,64,17
505,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",NH3,"21-10-2021 01:00:00",2,5,4
506,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",SO2,"21-10-2021 01:00:00",6,7,6
507,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",CO,"21-10-2021 01:00:00",20,104,31
508,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",OZONE,"21-10-2021 01:00:00",1,75,58
509,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",PM2.5,"21-10-2021 01:00:00",217,406,314
510,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",PM10,"21-10-2021 01:00:00",100,454,250
511,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NO2,"21-10-2021 01:00:00",1,4,3
512,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NH3,"21-10-2021 01:00:00",1,1,1
513,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",SO2,"21-10-2021 01:00:00",1,4,2
514,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",CO,"21-10-2021 01:00:00",16,98,45
515,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",OZONE,"21-10-2021 01:00:00",9,13,11
516,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",PM2.5,"21-10-2021 01:00:00",88,361,210
517,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",PM10,"21-10-2021 01:00:00",103,442,182
518,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",NO2,"21-10-2021 01:00:00",7,8,8
519,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",NH3,"21-10-2021 01:00:00",4,4,4
520,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",SO2,"21-10-2021 01:00:00",7,11,9
521,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",CO,"21-10-2021 01:00:00",51,120,55
522,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",OZONE,"21-10-2021 01:00:00",1,90,11
523,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",PM2.5,"21-10-2021 01:00:00",60,316,174
524,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",NO2,"21-10-2021 01:00:00",60,182,114
525,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",SO2,"21-10-2021 01:00:00",19,39,28
526,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",CO,"21-10-2021 01:00:00",22,117,48
527,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",OZONE,"21-10-2021 01:00:00",19,238,151
528,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",PM2.5,"21-10-2021 01:00:00",74,209,121
529,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",PM10,"21-10-2021 01:00:00",117,167,145
530,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",NO2,"21-10-2021 01:00:00",11,82,35
531,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",NH3,"21-10-2021 01:00:00",2,5,4
532,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",SO2,"21-10-2021 01:00:00",12,23,18
533,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",CO,"21-10-2021 01:00:00",16,68,31
534,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",OZONE,"21-10-2021 01:00:00",19,124,54
535,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",PM2.5,"21-10-2021 01:00:00",81,236,162
536,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",PM10,"21-10-2021 01:00:00",129,179,150
537,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",NO2,"21-10-2021 01:00:00",14,43,27
538,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",CO,"21-10-2021 01:00:00",35,74,42
539,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",OZONE,"21-10-2021 01:00:00",5,123,32
540,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",PM2.5,"21-10-2021 01:00:00",3,500,142
541,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",PM10,"21-10-2021 01:00:00",147,500,246
542,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",NO2,"21-10-2021 01:00:00",6,6,6
543,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",NH3,"21-10-2021 01:00:00",6,6,6
544,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",SO2,"21-10-2021 01:00:00",1,7,4
545,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",CO,"21-10-2021 01:00:00",2,129,47
546,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",OZONE,"21-10-2021 01:00:00",1,140,25
547,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",PM2.5,"21-10-2021 01:00:00",200,314,265
548,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",PM10,"21-10-2021 01:00:00",144,301,206
549,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",NO2,"21-10-2021 01:00:00",10,11,10
550,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",NH3,"21-10-2021 01:00:00",7,11,8
551,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",SO2,"21-10-2021 01:00:00",2,5,4
552,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",CO,"21-10-2021 01:00:00",29,55,46
553,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",OZONE,"21-10-2021 01:00:00",18,30,21
554,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",PM2.5,"21-10-2021 01:00:00",NA,NA,NA
555,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",NO2,"21-10-2021 01:00:00",NA,NA,NA
556,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",SO2,"21-10-2021 01:00:00",NA,NA,NA
557,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",CO,"21-10-2021 01:00:00",30,108,74
558,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",OZONE,"21-10-2021 01:00:00",2,43,43
559,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM2.5,"21-10-2021 01:00:00",70,266,143
560,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM10,"21-10-2021 01:00:00",102,185,137
561,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",NO2,"21-10-2021 01:00:00",59,72,67
562,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",NH3,"21-10-2021 01:00:00",15,19,17
563,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",SO2,"21-10-2021 01:00:00",1,16,9
564,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",CO,"21-10-2021 01:00:00",14,104,17
565,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",OZONE,"21-10-2021 01:00:00",19,21,20
566,India,Haryana,Jind,"Police Lines, Jind - HSPCB",PM2.5,"21-10-2021 01:00:00",111,309,210
567,India,Haryana,Jind,"Police Lines, Jind - HSPCB",PM10,"21-10-2021 01:00:00",123,227,159
568,India,Haryana,Jind,"Police Lines, Jind - HSPCB",NO2,"21-10-2021 01:00:00",22,41,29
569,India,Haryana,Jind,"Police Lines, Jind - HSPCB",NH3,"21-10-2021 01:00:00",9,12,10
570,India,Haryana,Jind,"Police Lines, Jind - HSPCB",SO2,"21-10-2021 01:00:00",4,86,15
571,India,Haryana,Jind,"Police Lines, Jind - HSPCB",CO,"21-10-2021 01:00:00",36,60,46
572,India,Haryana,Jind,"Police Lines, Jind - HSPCB",OZONE,"21-10-2021 01:00:00",8,71,33
573,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",PM2.5,"21-10-2021 01:00:00",146,344,215
574,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",PM10,"21-10-2021 01:00:00",131,250,166
575,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",NO2,"21-10-2021 01:00:00",19,111,44
576,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",NH3,"21-10-2021 01:00:00",5,11,6
577,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",SO2,"21-10-2021 01:00:00",2,53,14
578,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",CO,"21-10-2021 01:00:00",4,86,14
579,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",OZONE,"21-10-2021 01:00:00",35,121,66
580,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",PM2.5,"21-10-2021 01:00:00",109,329,182
581,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",PM10,"21-10-2021 01:00:00",NA,NA,NA
582,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",NO2,"21-10-2021 01:00:00",31,32,31
583,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",NH3,"21-10-2021 01:00:00",7,7,7
584,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",SO2,"21-10-2021 01:00:00",11,61,30
585,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",CO,"21-10-2021 01:00:00",34,117,48
586,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",OZONE,"21-10-2021 01:00:00",6,35,17
587,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",PM2.5,"21-10-2021 01:00:00",126,350,277
588,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",PM10,"21-10-2021 01:00:00",135,305,205
589,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",NO2,"21-10-2021 01:00:00",28,77,45
590,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",NH3,"21-10-2021 01:00:00",4,7,6
591,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",SO2,"21-10-2021 01:00:00",9,36,19
592,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",CO,"21-10-2021 01:00:00",24,93,41
593,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",OZONE,"21-10-2021 01:00:00",29,171,71
594,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",PM2.5,"21-10-2021 01:00:00",77,218,129
595,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",PM10,"21-10-2021 01:00:00",57,116,86
596,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",NO2,"21-10-2021 01:00:00",16,22,19
597,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",NH3,"21-10-2021 01:00:00",11,14,12
598,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",SO2,"21-10-2021 01:00:00",5,20,16
599,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",CO,"21-10-2021 01:00:00",21,84,25
600,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",OZONE,"21-10-2021 01:00:00",18,23,21
601,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",PM2.5,"21-10-2021 01:00:00",155,327,247
602,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",PM10,"21-10-2021 01:00:00",120,203,147
603,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",NO2,"21-10-2021 01:00:00",2,12,6
604,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",NH3,"21-10-2021 01:00:00",1,3,2
605,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",SO2,"21-10-2021 01:00:00",4,10,7
606,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",CO,"21-10-2021 01:00:00",11,101,13
607,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",OZONE,"21-10-2021 01:00:00",13,15,14
608,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",PM2.5,"21-10-2021 01:00:00",32,114,69
609,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",PM10,"21-10-2021 01:00:00",31,102,66
610,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",NO2,"21-10-2021 01:00:00",40,44,42
611,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",NH3,"21-10-2021 01:00:00",6,6,6
612,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",SO2,"21-10-2021 01:00:00",5,6,5
613,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",CO,"21-10-2021 01:00:00",6,22,11
614,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",OZONE,"21-10-2021 01:00:00",1,8,4
615,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",PM2.5,"21-10-2021 01:00:00",49,51,50
616,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",PM10,"21-10-2021 01:00:00",58,62,60
617,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",NO2,"21-10-2021 01:00:00",18,20,19
618,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",NH3,"21-10-2021 01:00:00",6,7,6
619,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",SO2,"21-10-2021 01:00:00",1,9,7
620,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",CO,"21-10-2021 01:00:00",5,46,32
621,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",OZONE,"21-10-2021 01:00:00",2,66,14
622,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",PM2.5,"21-10-2021 01:00:00",95,219,151
623,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",NO2,"21-10-2021 01:00:00",20,21,20
624,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",SO2,"21-10-2021 01:00:00",1,4,4
625,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",CO,"21-10-2021 01:00:00",1,6,3
626,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",OZONE,"21-10-2021 01:00:00",40,59,46
627,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM2.5,"21-10-2021 01:00:00",85,326,167
628,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM10,"21-10-2021 01:00:00",155,500,240
629,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",NO2,"21-10-2021 01:00:00",11,16,12
630,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",NH3,"21-10-2021 01:00:00",2,2,2
631,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",SO2,"21-10-2021 01:00:00",12,28,19
632,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",CO,"21-10-2021 01:00:00",NA,NA,NA
633,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",OZONE,"21-10-2021 01:00:00",38,40,39
634,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",PM2.5,"21-10-2021 01:00:00",85,311,212
635,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",NO2,"21-10-2021 01:00:00",34,83,43
636,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",SO2,"21-10-2021 01:00:00",2,34,9
637,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",CO,"21-10-2021 01:00:00",44,106,66
638,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",OZONE,"21-10-2021 01:00:00",29,87,49
639,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",PM2.5,"21-10-2021 01:00:00",54,298,138
640,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",PM10,"21-10-2021 01:00:00",88,251,136
641,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",NO2,"21-10-2021 01:00:00",36,40,38
642,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",NH3,"21-10-2021 01:00:00",12,13,12
643,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",SO2,"21-10-2021 01:00:00",9,33,27
644,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",CO,"21-10-2021 01:00:00",15,73,39
645,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",OZONE,"21-10-2021 01:00:00",1,49,17
646,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",PM2.5,"21-10-2021 01:00:00",67,164,106
647,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",PM10,"21-10-2021 01:00:00",184,341,257
648,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",NO2,"21-10-2021 01:00:00",16,19,17
649,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",NH3,"21-10-2021 01:00:00",8,9,8
650,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",SO2,"21-10-2021 01:00:00",3,7,5
651,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",CO,"21-10-2021 01:00:00",14,33,27
652,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",OZONE,"21-10-2021 01:00:00",29,31,30
653,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",PM2.5,"21-10-2021 01:00:00",40,330,226
654,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",PM10,"21-10-2021 01:00:00",37,236,167
655,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",NO2,"21-10-2021 01:00:00",11,34,23
656,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",NH3,"21-10-2021 01:00:00",6,14,13
657,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",SO2,"21-10-2021 01:00:00",1,15,5
658,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",CO,"21-10-2021 01:00:00",18,57,31
659,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",OZONE,"21-10-2021 01:00:00",6,87,36
660,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",PM2.5,"21-10-2021 01:00:00",4,53,35
661,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",PM10,"21-10-2021 01:00:00",27,467,122
662,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",NO2,"21-10-2021 01:00:00",NA,NA,NA
663,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",NH3,"21-10-2021 01:00:00",NA,NA,NA
664,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",SO2,"21-10-2021 01:00:00",17,74,21
665,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",CO,"21-10-2021 01:00:00",1,59,30
666,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",PM10,"21-10-2021 01:00:00",NA,NA,NA
667,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",SO2,"21-10-2021 01:00:00",NA,NA,NA
668,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",OZONE,"21-10-2021 01:00:00",19,90,19
669,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",PM2.5,"21-10-2021 01:00:00",42,86,58
670,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",PM10,"21-10-2021 01:00:00",39,74,51
671,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",NO2,"21-10-2021 01:00:00",10,11,10
672,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",NH3,"21-10-2021 01:00:00",1,2,1
673,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",SO2,"21-10-2021 01:00:00",6,31,13
674,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",CO,"21-10-2021 01:00:00",16,26,25
675,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",OZONE,"21-10-2021 01:00:00",24,58,32
676,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",PM2.5,"21-10-2021 01:00:00",28,34,33
677,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",PM10,"21-10-2021 01:00:00",58,116,82
678,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",NO2,"21-10-2021 01:00:00",44,46,45
679,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",NH3,"21-10-2021 01:00:00",5,5,5
680,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",SO2,"21-10-2021 01:00:00",1,43,16
681,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",CO,"21-10-2021 01:00:00",7,12,10
682,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",OZONE,"21-10-2021 01:00:00",1,61,15
683,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",PM2.5,"21-10-2021 01:00:00",42,198,109
684,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",PM10,"21-10-2021 01:00:00",46,144,101
685,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",NO2,"21-10-2021 01:00:00",13,44,26
686,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",NH3,"21-10-2021 01:00:00",10,21,15
687,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",SO2,"21-10-2021 01:00:00",4,6,5
688,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",CO,"21-10-2021 01:00:00",22,101,51
689,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",OZONE,"21-10-2021 01:00:00",2,7,5
690,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",PM10,"21-10-2021 01:00:00",40,105,77
691,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",NO2,"21-10-2021 01:00:00",23,24,24
